"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.415567958E0,-2.361614799E1,-3.762378311E1,-5.876055908E1,7.366189521E1
6.425587958E0,-2.347274780E1,-3.766574478E1,-5.835589600E1,7.331499722E1
6.435608958E0,-2.353174019E1,-3.762842178E1,-5.863903809E1,7.354031350E1
6.445629958E0,-2.354255867E1,-3.756488037E1,-5.839575195E1,7.331736597E1
6.455649958E0,-2.353705788E1,-3.757432556E1,-5.820959473E1,7.317226218E1
6.465670958E0,-2.344754219E1,-3.754700470E1,-5.830792236E1,7.320777696E1
6.475691958E0,-2.349030113E1,-3.770398712E1,-5.819683838E1,7.321377527E1
6.485711958E0,-2.348485374E1,-3.755393219E1,-5.842559814E1,7.331702870E1
6.495732958E0,-2.352505493E1,-3.764802551E1,-5.807324219E1,7.309790348E1
6.505753958E0,-2.358779144E1,-3.762376404E1,-5.816082764E1,7.317522393E1
6.515773958E0,-2.345784569E1,-3.764253235E1,-5.857586670E1,7.347355256E1
6.525794958E0,-2.356747437E1,-3.765307999E1,-5.811798096E1,7.314970944E1
6.535815958E0,-2.342633247E1,-3.757632065E1,-5.876873779E1,7.358354074E1
6.545835958E0,-2.336474609E1,-3.758454514E1,-5.834954834E1,7.323372983E1
6.555856958E0,-2.339517212E1,-3.767816544E1,-5.823937988E1,7.320384961E1
6.565877958E0,-2.328230286E1,-3.754611588E1,-5.851354980E1,7.331856487E1
6.575897958E0,-2.342311096E1,-3.769929123E1,-5.823376465E1,7.321919169E1
6.585918958E0,-2.333461761E1,-3.764675903E1,-5.848779297E1,7.336623727E1
6.595939958E0,-2.347008324E1,-3.769420242E1,-5.840380859E1,7.336690372E1
6.605959958E0,-2.349444580E1,-3.760938644E1,-5.847436523E1,7.338737168E1
6.615980958E0,-2.344251060E1,-3.761688232E1,-5.859948730E1,7.347435642E1
6.626001958E0,-2.341649628E1,-3.768953323E1,-5.830187988E1,7.326624333E1
6.636021958E0,-2.342136192E1,-3.766179657E1,-5.868884277E1,7.356188810E1
6.646042958E0,-2.358173752E1,-3.752450562E1,-5.786804199E1,7.288962306E1
6.656063958E0,-2.362710953E1,-3.754907990E1,-5.852667236E1,7.344075901E1
6.666083958E0,-2.363692284E1,-3.747343063E1,-5.858361816E1,7.345068034E1
6.676104958E0,-2.372793961E1,-3.755517578E1,-5.813067627E1,7.316134136E1
6.686125958E0,-2.352499008E1,-3.745488358E1,-5.840551758E1,7.326321004E1
6.696145958E0,-2.348165894E1,-3.753461456E1,-5.786730957E1,7.286193186E1
6.706166958E0,-2.342285728E1,-3.753928375E1,-5.852801514E1,7.337136106E1
6.716187958E0,-2.354837990E1,-3.752151108E1,-5.799536133E1,7.297843466E1
6.726207958E0,-2.355714226E1,-3.753865433E1,-5.839953613E1,7.331163169E1
6.736228958E0,-2.352740097E1,-3.762981415E1,-5.815917969E1,7.315758123E1
6.746249958E0,-2.357818794E1,-3.754211426E1,-5.843402100E1,7.334763868E1
6.756270958E0,-2.346305847E1,-3.756677628E1,-5.823004150E1,7.316088795E1
6.766290958E0,-2.343003845E1,-3.758750534E1,-5.825378418E1,7.317985126E1
6.776311958E0,-2.350458336E1,-3.752293396E1,-5.847491455E1,7.334679027E1
6.786332958E0,-2.346569633E1,-3.762834930E1,-5.822705078E1,7.319099001E1
6.796352958E0,-2.354037476E1,-3.761894989E1,-5.859216309E1,7.350085856E1
6.806373958E0,-2.354215431E1,-3.759929657E1,-5.830389404E1,7.326175123E1
6.816394958E0,-2.334368324E1,-3.762321091E1,-5.825885010E1,7.317463468E1
6.826414958E0,-2.351713181E1,-3.758447266E1,-5.856066895E1,7.345066385E1
6.836435958E0,-2.349558640E1,-3.763711548E1,-5.787750244E1,7.292736339E1
6.846456958E0,-2.352921104E1,-3.755008698E1,-5.834136963E1,7.326218816E1
6.856476958E0,-2.349359894E1,-3.777486420E1,-5.829650879E1,7.333056998E1
6.866497958E0,-2.345067215E1,-3.766654205E1,-5.804132080E1,7.305817774E1
6.876518958E0,-2.348183441E1,-3.770568466E1,-5.846685791E1,7.342675723E1
6.886538958E0,-2.331062317E1,-3.759350586E1,-5.783410645E1,7.281099301E1
6.896559958E0,-2.321609116E1,-3.769693756E1,-5.860559082E1,7.344835781E1
6.906580958E0,-2.340761566E1,-3.766559601E1,-5.837072754E1,7.330590308E1
6.916600958E0,-2.334822655E1,-3.757686615E1,-5.836163330E1,7.323415046E1
6.926621958E0,-2.342615128E1,-3.762474060E1,-5.874517822E1,7.358941251E1
6.936642958E0,-2.344167137E1,-3.761705017E1,-5.819274902E1,7.315019111E1
6.946662958E0,-2.349608421E1,-3.757719803E1,-5.854357910E1,7.342657856E1
6.956683958E0,-2.347471809E1,-3.774083710E1,-5.823498535E1,7.325808278E1
6.966704958E0,-2.350626373E1,-3.764417267E1,-5.838067627E1,7.333438165E1
6.976724958E0,-2.349088860E1,-3.771516800E1,-5.868823242E1,7.361089844E1
6.986745958E0,-2.344986725E1,-3.774777222E1,-5.826611328E1,7.327844525E1
6.996766958E0,-2.351604462E1,-3.770320511E1,-5.872161865E1,7.363942237E1
7.006786958E0,-2.359194946E1,-3.761589813E1,-5.815838623E1,7.317057988E1
7.016807958E0,-2.353609276E1,-3.767286682E1,-5.862207031E1,7.355093259E1
7.026828958E0,-2.341438675E1,-3.770512390E1,-5.869995117E1,7.359072049E1
7.036848958E0,-2.347609138E1,-3.764989471E1,-5.809600830E1,7.310121490E1
7.046869958E0,-2.346466064E1,-3.756338501E1,-5.857641602E1,7.343565010E1
7.056890958E0,-2.336009598E1,-3.760077667E1,-5.829064941E1,7.319366297E1
7.066910958E0,-2.342918015E1,-3.752210236E1,-5.888043213E1,7.364604494E1
7.076931958E0,-2.336930847E1,-3.755748749E1,-5.900976562E1,7.374850428E1
7.086952958E0,-2.332788277E1,-3.757862854E1,-5.843713379E1,7.328875796E1
7.096972958E0,-2.333149529E1,-3.758986664E1,-5.878070068E1,7.356988187E1
7.106993958E0,-2.331565666E1,-3.771717834E1,-5.852215576E1,7.342375707E1
7.117014958E0,-2.352009201E1,-3.766059113E1,-5.866998291E1,7.357772589E1
7.127034958E0,-2.350065422E1,-3.768799591E1,-5.854614258E1,7.348684641E1
7.137055958E0,-2.350855827E1,-3.766571426E1,-5.819012451E1,7.319459634E1
7.147076958E0,-2.360565758E1,-3.751714706E1,-5.855157471E1,7.343739030E1
7.157096958E0,-2.355380249E1,-3.761594391E1,-5.829876709E1,7.326996037E1
7.167117958E0,-2.355087662E1,-3.756049347E1,-5.855383301E1,7.344375956E1
7.177138958E0,-2.356242561E1,-3.752395630E1,-5.829833984E1,7.322521168E1
7.187158958E0,-2.347793770E1,-3.759003448E1,-5.811181641E1,7.308356489E1
7.197179958E0,-2.350120163E1,-3.753439331E1,-5.845080566E1,7.333235195E1
7.207200958E0,-2.343923759E1,-3.760200119E1,-5.759497070E1,7.266697326E1
7.217220958E0,-2.333757019E1,-3.767396545E1,-5.837060547E1,7.328777141E1
7.227241958E0,-2.347746086E1,-3.772193527E1,-5.821203613E1,7.323098197E1
7.237262958E0,-2.342244911E1,-3.766053772E1,-5.820568848E1,7.317669981E1
7.247282292E0,-2.354575157E1,-3.763644028E1,-5.857043457E1,7.349421650E1
7.257303292E0,-2.344866371E1,-3.760414505E1,-5.834906006E1,7.327021472E1
7.267324292E0,-2.344987106E1,-3.758166885E1,-5.861572266E1,7.347163554E1
7.277344292E0,-2.343902588E1,-3.760352325E1,-5.827050781E1,7.320426884E1
7.287365292E0,-2.340994835E1,-3.756389618E1,-5.854602051E1,7.339419933E1
7.297386292E0,-2.350189209E1,-3.756113434E1,-5.868035889E1,7.352932928E1
7.307406292E0,-2.351896667E1,-3.770453644E1,-5.829223633E1,7.329910421E1
7.317427292E0,-2.361819649E1,-3.766485596E1,-5.869958496E1,7.363492279E1
7.327448292E0,-2.352325058E1,-3.759483337E1,-5.827008057E1,7.322647816E1
7.337468292E0,-2.346313095E1,-3.757875824E1,-5.872967529E1,7.356532026E1
7.347489292E0,-2.350177956E1,-3.763282394E1,-5.900775146E1,7.382735139E1
7.357510292E0,-2.343976212E1,-3.764319992E1,-5.855633545E1,7.345255182E1
7.367530292E0,-2.338901329E1,-3.749622345E1,-5.885906982E1,7.360300820E1
7.377551292E0,-2.350573730E1,-3.744916153E1,-5.802459717E1,7.295075916E1
7.387572292E0,-2.350281525E1,-3.758373642E1,-5.860638428E1,7.348216005E1
7.397592292E0,-2.340526772E1,-3.763018036E1,-5.884356689E1,7.366411878E1
7.407613292E0,-2.335614204E1,-3.765587616E1,-5.799987793E1,7.298945280E1
7.417634292E0,-2.351984024E1,-3.773034286E1,-5.879827881E1,7.371566488E1
7.427654292E0,-2.353133392E1,-3.773001099E1,-5.812402344E1,7.318250820E1
7.437675292E0,-2.341272926E1,-3.766798019E1,-5.843060303E1,7.335644480E1
7.447696292E0,-2.354671860E1,-3.771202087E1,-5.842401123E1,7.341668450E1
7.457716292E0,-2.339428329E1,-3.768693924E1,-5.820953369E1,7.318434049E1
7.467737292E0,-2.346053696E1,-3.769924164E1,-5.871148682E1,7.361160437E1
7.477758292E0,-2.339124870E1,-3.767692947E1,-5.802386475E1,7.303061283E1
7.487778292E0,-2.339652443E1,-3.763496780E1,-5.841265869E1,7.332003036E1
7.497799292E0,-2.342319870E1,-3.771501541E1,-5.810577393E1,7.312557411E1
7.507820292E0,-2.335291672E1,-3.772033310E1,-5.807452393E1,7.308100011E1
7.517841292E0,-2.348981857E1,-3.766460037E1,-5.855700684E1,7.348004319E1
7.527861292E0,-2.353926277E1,-3.765166473E1,-5.791497803E1,7.297869161E1
7.537882292E0,-2.352968025E1,-3.773394775E1,-5.876818848E1,7.369665286E1
7.547903292E0,-2.349805832E1,-3.769210052E1,-5.835827637E1,7.333854108E1
7.557923292E0,-2.350643921E1,-3.773166275E1,-5.820471191E1,7.323946714E1
7.567944292E0,-2.351800919E1,-3.767533875E1,-5.829003906E1,7.328203436E1
7.577965292E0,-2.343603897E1,-3.764398956E1,-5.823400879E1,7.319506577E1
7.587985292E0,-2.344512939E1,-3.764993286E1,-5.822991943E1,7.319778039E1
7.598006292E0,-2.351731682E1,-3.759800339E1,-5.831665039E1,7.326326339E1
7.608027292E0,-2.350165367E1,-3.772344208E1,-5.876855469E1,7.368262229E1
7.618047292E0,-2.351478195E1,-3.762709045E1,-5.832055664E1,7.328049013E1
7.628068292E0,-2.336876106E1,-3.752750397E1,-5.848864746E1,7.331667225E1
7.638089292E0,-2.347103119E1,-3.753960419E1,-5.836730957E1,7.325881527E1
7.648109292E0,-2.354227448E1,-3.762177277E1,-5.848333740E1,7.341619186E1
7.658130292E0,-2.358766937E1,-3.750745392E1,-5.848596191E1,7.337434829E1
7.668151292E0,-2.352134895E1,-3.763758850E1,-5.825286865E1,7.323413569E1
7.678171292E0,-2.340619469E1,-3.746489716E1,-5.837487793E1,7.320583885E1
7.688192292E0,-2.350483894E1,-3.753713989E1,-5.784979248E1,7.285679663E1
7.698213292E0,-2.360334396E1,-3.755828094E1,-5.837377930E1,7.331603115E1
7.708233292E0,-2.348902321E1,-3.749273682E1,-5.832073975E1,7.320347130E1
7.718254292E0,-2.359908295E1,-3.751910782E1,-5.800793457E1,7.300356594E1
7.728275292E0,-2.349249268E1,-3.750617981E1,-5.840948486E1,7.328218513E1
7.738295292E0,-2.350096321E1,-3.755773544E1,-5.817553711E1,7.312504278E1
7.748316292E0,-2.347454453E1,-3.756511688E1,-5.855834961E1,7.342528554E1
7.758337292E0,-2.363067818E1,-3.755382538E1,-5.849835205E1,7.342176751E1
7.768357292E0,-2.354102325E1,-3.756105804E1,-5.822955322E1,7.318260535E1
7.778378292E0,-2.354669380E1,-3.741036606E1,-5.828411865E1,7.315067166E1
7.788399292E0,-2.359920883E1,-3.759671402E1,-5.818804932E1,7.318664254E1
7.798419292E0,-2.351089096E1,-3.761741638E1,-5.852990723E1,7.344101067E1
7.808440292E0,-2.350140762E1,-3.767272949E1,-5.849255371E1,7.343656819E1
7.818461292E0,-2.355620384E1,-3.762946701E1,-5.839135742E1,7.335136092E1
7.828481292E0,-2.343254280E1,-3.755155182E1,-5.855120850E1,7.339923108E1
7.838502292E0,-2.366111183E1,-3.761598206E1,-5.809686279E1,7.314407553E1
7.848523292E0,-2.352551651E1,-3.762736511E1,-5.864355469E1,7.354138317E1
7.858543292E0,-2.345317459E1,-3.754907227E1,-5.811035156E1,7.305338586E1
7.868564292E0,-2.350890923E1,-3.753216171E1,-5.787457275E1,7.287522314E1
7.878585292E0,-2.339791679E1,-3.755753326E1,-5.853027344E1,7.337454411E1
7.888605292E0,-2.337332535E1,-3.751173401E1,-5.796923828E1,7.289633127E1
7.898626292E0,-2.337909698E1,-3.743229675E1,-5.865966797E1,7.340787194E1
7.908647292E0,-2.345102692E1,-3.760982132E1,-5.842175293E1,7.333178396E1
7.918667292E0,-2.337039566E1,-3.762935638E1,-5.852862549E1,7.340125242E1
7.928688292E0,-2.348670387E1,-3.761062622E1,-5.887237549E1,7.370306004E1
7.938709292E0,-2.355023956E1,-3.751610565E1,-5.835321045E1,7.326096598E1
7.948729292E0,-2.355065918E1,-3.755370331E1,-5.866845703E1,7.353163966E1
7.958750292E0,-2.343933678E1,-3.759487152E1,-5.848260498E1,7.336887595E1
7.968771292E0,-2.341371536E1,-3.765103149E1,-5.858825684E1,7.347371012E1
7.978791292E0,-2.331217575E1,-3.749924469E1,-5.868975830E1,7.344479982E1
7.988812292E0,-2.332539940E1,-3.754998016E1,-5.819952393E1,7.308392335E1
7.998833292E0,-2.337528419E1,-3.759828949E1,-5.846386719E1,7.333525108E1
8.008853292E0,-2.350569344E1,-3.767467499E1,-5.811401367E1,7.313779696E1
8.018874292E0,-2.346142006E1,-3.768314362E1,-5.868939209E1,7.358601965E1
8.028895292E0,-2.331092834E1,-3.766519547E1,-5.879919434E1,7.361665290E1
8.038915292E0,-2.326023674E1,-3.766029358E1,-5.836389160E1,7.325080319E1
8.048936292E0,-2.340398216E1,-3.760129547E1,-5.869921875E1,7.353367993E1
8.058957292E0,-2.342136002E1,-3.764056778E1,-5.830072021E1,7.324169868E1
8.068977292E0,-2.325146294E1,-3.768867493E1,-5.878765869E1,7.360064919E1
8.078998292E0,-2.322715759E1,-3.766740036E1,-5.893347168E1,7.369862946E1
8.089019292E0,-2.329518890E1,-3.772508621E1,-5.821588135E1,7.317743366E1
8.099039292E0,-2.330018616E1,-3.774736404E1,-5.903369141E1,7.384266306E1
8.109060292E0,-2.343971634E1,-3.770893860E1,-5.827258301E1,7.326034591E1
8.119081292E0,-2.340321350E1,-3.765979767E1,-5.862847900E1,7.350693377E1
8.129101292E0,-2.344855118E1,-3.770070648E1,-5.856463623E1,7.349145827E1
8.139122292E0,-2.356192398E1,-3.772287369E1,-5.823022461E1,7.327304087E1
8.149143292E0,-2.352362061E1,-3.766541290E1,-5.865051270E1,7.356579840E1
8.159163292E0,-2.344127274E1,-3.766460037E1,-5.809509277E1,7.309688908E1
8.169184292E0,-2.327375603E1,-3.760480118E1,-5.852569580E1,7.335561233E1
8.179205292E0,-2.336963463E1,-3.754812622E1,-5.828863525E1,7.316807094E1
8.189225292E0,-2.325777817E1,-3.747872543E1,-5.813470459E1,7.297412544E1
8.199246292E0,-2.334115982E1,-3.753500366E1,-5.851007080E1,7.332881171E1
8.209267292E0,-2.336467361E1,-3.760153961E1,-5.774566650E1,7.276225501E1
8.219287292E0,-2.332283211E1,-3.758171082E1,-5.859545898E1,7.341503456E1
8.229308292E0,-2.332473373E1,-3.751731873E1,-5.803564453E1,7.293646855E1
8.239329292E0,-2.334832764E1,-3.763042068E1,-5.811749268E1,7.306733825E1
8.249349458E0,-2.325824165E1,-3.760848999E1,-5.845465088E1,7.329591076E1
8.259370458E0,-2.331329155E1,-3.764331436E1,-5.798065186E1,7.295399008E1
8.269391458E0,-2.330370140E1,-3.771548080E1,-5.845111084E1,7.336247235E1
8.279411458E0,-2.324174118E1,-3.766808701E1,-5.838745117E1,7.326771299E1
8.289432458E0,-2.319017982E1,-3.772206116E1,-5.831744385E1,7.322337465E1
8.299453458E0,-2.313694954E1,-3.763302231E1,-5.861712646E1,7.339979780E1
8.309473458E0,-2.321871185E1,-3.764213181E1,-5.813403320E1,7.304522218E1
8.319494458E0,-2.326634598E1,-3.761989975E1,-5.853698730E1,7.337001155E1
8.329515458E0,-2.332866478E1,-3.762902069E1,-5.820953369E1,7.313357376E1
8.339536458E0,-2.322169876E1,-3.757261276E1,-5.863031006E1,7.340614266E1
8.349556458E0,-2.322950745E1,-3.760693359E1,-5.863739014E1,7.343183909E1
8.359577458E0,-2.320623779E1,-3.780774689E1,-5.839892578E1,7.333750561E1
8.369598458E0,-2.327585220E1,-3.783941269E1,-5.860681152E1,7.354144957E1
8.379618458E0,-2.314555931E1,-3.782365417E1,-5.812103271E1,7.310540455E1
8.389639458E0,-2.319959259E1,-3.771325302E1,-5.875622559E1,7.357176493E1
8.399660458E0,-2.312992477E1,-3.766920090E1,-5.888330078E1,7.362883421E1
8.409680458E0,-2.315822411E1,-3.761304092E1,-5.802593994E1,7.292498815E1
8.419701458E0,-2.323916435E1,-3.757947922E1,-5.817443848E1,7.305163455E1
8.429722458E0,-2.324404716E1,-3.759249496E1,-5.845300293E1,7.328188697E1
8.439742458E0,-2.324899673E1,-3.762400436E1,-5.859765625E1,7.341503165E1
8.449763458E0,-2.339267349E1,-3.763691330E1,-5.829718018E1,7.322783373E1
8.459784458E0,-2.332832336E1,-3.750615692E1,-5.859606934E1,7.337861964E1
8.469804458E0,-2.331269455E1,-3.764099884E1,-5.836755371E1,7.326047944E1
8.479825458E0,-2.336565399E1,-3.760514832E1,-5.848651123E1,7.335375220E1
8.489846458E0,-2.325859833E1,-3.762117386E1,-5.846307373E1,7.330924982E1
8.499866458E0,-2.347815895E1,-3.753118134E1,-5.817187500E1,7.310116662E1
8.509887458E0,-2.356270027E1,-3.747299576E1,-5.850366211E1,7.336282939E1
8.519908458E0,-2.341749763E1,-3.750226212E1,-5.797985840E1,7.291407847E1
8.529928458E0,-2.333107758E1,-3.761501312E1,-5.840472412E1,7.328260498E1
8.539949458E0,-2.347793770E1,-3.750170135E1,-5.799853516E1,7.294807224E1
8.549970458E0,-2.342328262E1,-3.762319183E1,-5.810449219E1,7.307726558E1
8.559990458E0,-2.346408653E1,-3.758886719E1,-5.847827148E1,7.337025643E1
8.570011458E0,-2.343170929E1,-3.763584137E1,-5.792053223E1,7.294031539E1
8.580032458E0,-2.342519951E1,-3.756025696E1,-5.847821045E1,7.334312491E1
8.590052458E0,-2.342076111E1,-3.769791031E1,-5.827624512E1,7.325152038E1
8.600073458E0,-2.351471710E1,-3.769782257E1,-5.838421631E1,7.336746187E1
8.610094458E0,-2.353783417E1,-3.764424133E1,-5.861700439E1,7.353279368E1
8.620114458E0,-2.350653458E1,-3.757974243E1,-5.802191162E1,7.301600124E1
8.630135458E0,-2.350630569E1,-3.758549881E1,-5.861584473E1,7.349172322E1
8.640156458E0,-2.330902100E1,-3.765400696E1,-5.831298828E1,7.322253275E1
8.650176458E0,-2.334899902E1,-3.774273300E1,-5.876397705E1,7.364030587E1
8.660197458E0,-2.333406830E1,-3.775801086E1,-5.888665771E1,7.374133566E1
8.670218458E0,-2.339266205E1,-3.768041229E1,-5.845892334E1,7.337898763E1
8.680238458E0,-2.340091133E1,-3.765450668E1,-5.864233398E1,7.351454183E1
8.690259458E0,-2.336713791E1,-3.774152374E1,-5.816162109E1,7.316570178E1
8.700280458E0,-2.340126610E1,-3.770661163E1,-5.870660400E1,7.359261627E1
8.710300458E0,-2.337316704E1,-3.774776077E1,-5.887396240E1,7.373833352E1
8.720321458E0,-2.346251869E1,-3.777125168E1,-5.833483887E1,7.334923764E1
8.730342458E0,-2.348264313E1,-3.766240311E1,-5.856488037E1,7.348289834E1
8.740362458E0,-2.343185997E1,-3.763069153E1,-5.798040771E1,7.298526348E1
8.750383458E0,-2.348851967E1,-3.754975891E1,-5.853833008E1,7.340593327E1
8.760404458E0,-2.358542442E1,-3.753580093E1,-5.875170898E1,7.360008088E1
8.770424458E0,-2.347196960E1,-3.757049179E1,-5.810760498E1,7.306824869E1
8.780445458E0,-2.358497238E1,-3.749298477E1,-5.864202881E1,7.349055975E1
8.790466458E0,-2.353933525E1,-3.773135757E1,-5.831842041E1,7.334026048E1
8.800486458E0,-2.356484795E1,-3.762736130E1,-5.873364258E1,7.362581848E1
8.810507458E0,-2.354035378E1,-3.764832687E1,-5.851031494E1,7.345067547E1
8.820528458E0,-2.355378532E1,-3.770628738E1,-5.843524170E1,7.342494388E1
8.830548458E0,-2.348997116E1,-3.771495438E1,-5.859613037E1,7.353708604E1
8.840569458E0,-2.347657013E1,-3.781682205E1,-5.808148193E1,7.317595178E1
8.850590458E0,-2.347334480E1,-3.767124557E1,-5.860339355E1,7.351515759E1
8.860610458E0,-2.335140038E1,-3.767134094E1,-5.840692139E1,7.331975378E1
8.870631458E0,-2.321699905E1,-3.782212830E1,-5.848162842E1,7.341419002E1
8.880652458E0,-2.340964127E1,-3.769189453E1,-5.874694824E1,7.361993035E1
8.890672458E0,-2.342549896E1,-3.772699356E1,-5.834893799E1,7.332583862E1
8.900693458E0,-2.342540550E1,-3.756805801E1,-5.855017090E1,7.340457151E1
8.910714458E0,-2.348774338E1,-3.757189178E1,-5.804687500E1,7.302575462E1
8.920734458E0,-2.344332886E1,-3.762541962E1,-5.811828613E1,7.309580735E1
8.930755458E0,-2.332673454E1,-3.762593079E1,-5.875463867E1,7.356598927E1
8.940776458E0,-2.326436234E1,-3.765489578E1,-5.830853271E1,7.320523696E1
8.950796458E0,-2.333857727E1,-3.757148743E1,-5.842535400E1,7.327910921E1
8.960817458E0,-2.343750954E1,-3.759072495E1,-5.834234619E1,7.325441157E1
8.970838458E0,-2.349661255E1,-3.758361435E1,-5.853894043E1,7.342633326E1
8.980858458E0,-2.345419312E1,-3.749784088E1,-5.882128906E1,7.359436998E1
8.990879458E0,-2.338235474E1,-3.764836121E1,-5.842999268E1,7.333619610E1
9.000900458E0,-2.334085274E1,-3.758040237E1,-5.902911377E1,7.376664776E1
9.010920458E0,-2.343353844E1,-3.756402969E1,-5.849841309E1,7.336382885E1
9.020941458E0,-2.352933311E1,-3.756096268E1,-5.878338623E1,7.362025489E1
9.030962458E0,-2.338835907E1,-3.755970764E1,-5.904498291E1,7.378385315E1
9.040982458E0,-2.338772011E1,-3.762555695E1,-5.850195312E1,7.338355747E1
9.051003458E0,-2.336356735E1,-3.767862701E1,-5.881372070E1,7.365180891E1
9.061024458E0,-2.328603363E1,-3.772702789E1,-5.830505371E1,7.324648308E1
9.071044458E0,-2.330157280E1,-3.764653015E1,-5.871923828E1,7.354028469E1
9.081065458E0,-2.335536766E1,-3.764198303E1,-5.898052979E1,7.376377823E1
9.091086458E0,-2.344980812E1,-3.770908737E1,-5.860070801E1,7.352490565E1
9.101106458E0,-2.336617470E1,-3.761978912E1,-5.870526123E1,7.353593917E1
9.111127458E0,-2.323983765E1,-3.759126282E1,-5.826123047E1,7.312704062E1
9.121148458E0,-2.321355247E1,-3.767846298E1,-5.891027832E1,7.368145277E1
9.131168458E0,-2.321371269E1,-3.771783066E1,-5.867437744E1,7.351322177E1
9.141189458E0,-2.323664856E1,-3.769454193E1,-5.831451416E1,7.322160125E1
9.151210458E0,-2.338052559E1,-3.761215210E1,-5.869097900E1,7.352519282E1
9.161230458E0,-2.332697487E1,-3.759538651E1,-5.826989746E1,7.316380111E1
9.171251458E0,-2.330375290E1,-3.754261398E1,-5.871624756E1,7.348544408E1
9.181272458E0,-2.333690071E1,-3.757962036E1,-5.854968262E1,7.338190605E1
9.191292458E0,-2.331012726E1,-3.764846802E1,-5.835974121E1,7.325727657E1
9.201313458E0,-2.337367821E1,-3.770177078E1,-5.896813965E1,7.379020156E1
9.211334458E0,-2.329705811E1,-3.770062256E1,-5.824798584E1,7.319096742E1
9.221354458E0,-2.341069794E1,-3.762477875E1,-5.865551758E1,7.351295461E1
9.231375458E0,-2.341424370E1,-3.763177109E1,-5.824426270E1,7.318996612E1
9.241396458E0,-2.337930679E1,-3.769008636E1,-5.823358154E1,7.320030475E1
9.251417708E0,-2.332843971E1,-3.761206436E1,-5.860137939E1,7.343708295E1
9.261437708E0,-2.332524872E1,-3.767751312E1,-5.818377686E1,7.313695449E1
9.271458708E0,-2.328851509E1,-3.766590118E1,-5.857812500E1,7.343345134E1
9.281478708E0,-2.330556870E1,-3.762750244E1,-5.832427979E1,7.321680193E1
9.291499708E0,-2.344414330E1,-3.769869614E1,-5.867895508E1,7.358015571E1
9.301520708E0,-2.348828697E1,-3.770149231E1,-5.828277588E1,7.328017543E1
9.311541708E0,-2.351725769E1,-3.770515060E1,-5.871466064E1,7.363525763E1
9.321561708E0,-2.344806480E1,-3.764876938E1,-5.835864258E1,7.330056441E1
9.331582708E0,-2.340117073E1,-3.752902222E1,-5.875946045E1,7.354397659E1
9.341603708E0,-2.347642899E1,-3.756090927E1,-5.872259521E1,7.355479462E1
9.351623708E0,-2.342737389E1,-3.760246658E1,-5.823034668E1,7.316803000E1
9.361644708E0,-2.342492867E1,-3.752488327E1,-5.838049316E1,7.324702130E1
9.371665708E0,-2.336522102E1,-3.761845779E1,-5.794793701E1,7.293178542E1
9.381685708E0,-2.337883568E1,-3.756288147E1,-5.843029785E1,7.329147105E1
9.391706708E0,-2.313557243E1,-3.763278580E1,-5.868872070E1,7.345643074E1
9.401727708E0,-2.316911125E1,-3.763672256E1,-5.817840576E1,7.306201132E1
9.411747708E0,-2.314049530E1,-3.760575104E1,-5.868231201E1,7.343901400E1
9.421768708E0,-2.320176506E1,-3.751465988E1,-5.803570557E1,7.289591709E1
9.431789708E0,-2.339162064E1,-3.757529068E1,-5.849938965E1,7.335699677E1
9.441809708E0,-2.328938293E1,-3.758732605E1,-5.859289551E1,7.340524396E1
9.451830708E0,-2.328642845E1,-3.767472076E1,-5.832342529E1,7.323431076E1
9.461851708E0,-2.330798721E1,-3.769270325E1,-5.887316895E1,7.368888768E1
9.471871708E0,-2.322070503E1,-3.781295395E1,-5.842022705E1,7.336173088E1
9.481892708E0,-2.320234680E1,-3.780596924E1,-5.883245850E1,7.368105849E1
9.491913708E0,-2.330242920E1,-3.775104141E1,-5.868402100E1,7.356601562E1
9.501933708E0,-2.327972794E1,-3.771169662E1,-5.837152100E1,7.328950988E1
9.511954708E0,-2.317634392E1,-3.768744278E1,-5.875201416E1,7.354784449E1
9.521975708E0,-2.332460976E1,-3.769829178E1,-5.810363770E1,7.308372826E1
9.531995708E0,-2.322110176E1,-3.759603882E1,-5.860845947E1,7.340049880E1
9.542016708E0,-2.325696373E1,-3.764906693E1,-5.834295654E1,7.322731171E1
9.552037708E0,-2.324897385E1,-3.766491318E1,-5.849743652E1,7.335605326E1
9.562057708E0,-2.332905006E1,-3.754623795E1,-5.861273193E1,7.341264813E1
9.572078708E0,-2.332908058E1,-3.769073105E1,-5.818316650E1,7.314450131E1
9.582099708E0,-2.323597527E1,-3.757955170E1,-5.857092285E1,7.336679260E1
9.592119708E0,-2.321995544E1,-3.765364456E1,-5.845172119E1,7.330461779E1
9.602140708E0,-2.322201157E1,-3.769484711E1,-5.841790771E1,7.329949018E1
9.612161708E0,-2.313769150E1,-3.751670456E1,-5.865203857E1,7.336836865E1
9.622181708E0,-2.326865768E1,-3.762618256E1,-5.814758301E1,7.306368081E1
9.632202708E0,-2.344221878E1,-3.764954758E1,-5.836694336E1,7.330570327E1
9.642223708E0,-2.348043633E1,-3.767024612E1,-5.840234375E1,7.335674535E1
9.652243708E0,-2.337647820E1,-3.769743347E1,-5.872497559E1,7.359469397E1
