"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
9.153946292E0,8.933844510E-4,3.589432919E-3,-1.664824784E-3,4.056329131E-3
9.163966292E0,1.608158462E-3,-4.291782156E-3,5.612054374E-4,4.617414780E-3
9.173987292E0,-1.698954962E-3,5.085207988E-3,-9.525355417E-4,5.445467124E-3
9.184007292E0,2.150293440E-4,-4.476545379E-3,1.634227578E-3,4.770366435E-3
9.194028292E0,-6.691401359E-4,2.109718276E-3,-3.626106773E-4,2.242798749E-3
9.204048292E0,1.394785941E-4,-3.052471671E-3,1.602306729E-3,3.450278893E-3
9.214069292E0,4.436115269E-4,9.831413627E-5,1.250503352E-3,1.330494453E-3
9.224089292E0,-2.972595394E-5,4.295356106E-3,-9.139247704E-4,4.391608611E-3
9.234110292E0,-6.422530860E-4,-5.707743112E-3,1.315141097E-3,5.892403293E-3
9.244130292E0,-1.163061243E-4,5.127900280E-3,-2.174966503E-4,5.133828317E-3
9.254151292E0,-3.898127470E-4,-5.303435493E-3,9.015637916E-4,5.393625801E-3
9.264171292E0,-9.126057848E-4,3.775220132E-3,1.104422845E-3,4.037930928E-3
9.274192292E0,5.705086514E-4,-2.069885843E-3,-1.443956280E-3,2.587453818E-3
9.284212292E0,-1.348755322E-4,-9.678290226E-4,2.841667738E-4,1.017661624E-3
9.294233292E0,-6.163842045E-5,2.045537811E-3,-2.041838132E-3,2.890869625E-3
9.304254292E0,-6.171341520E-4,-2.421607729E-3,-5.700029433E-4,2.563189792E-3
9.314274292E0,6.630474236E-4,2.879414242E-3,4.095076583E-4,2.983011026E-3
9.324295292E0,1.437393948E-3,-3.647669684E-3,-1.658231486E-4,3.924167785E-3
9.334315292E0,-1.905405894E-3,5.107738543E-3,-7.554190233E-5,5.452088703E-3
9.344336292E0,8.315930609E-4,-3.887329716E-3,5.495536607E-4,4.013089654E-3
9.354356292E0,-2.387315035E-4,4.730126821E-3,1.617975067E-4,4.738910307E-3
9.364377292E0,7.812303957E-4,-3.777898382E-3,-7.410235703E-4,3.928352460E-3
9.374397292E0,1.212396193E-3,1.216061530E-3,-2.600566950E-4,1.736761255E-3
9.384418292E0,1.190690324E-3,7.576047210E-4,1.516481861E-4,1.419403231E-3
9.394438292E0,2.615132835E-4,-2.974549308E-3,-2.283847425E-4,2.994744125E-3
9.404459292E0,2.179061994E-4,3.450741991E-3,-7.412768900E-5,3.458409796E-3
9.414479292E0,2.371072071E-3,-5.113717634E-3,1.265708823E-3,5.777032944E-3
9.424500292E0,-1.184794470E-3,5.373033695E-3,-3.471653908E-4,5.513052950E-3
9.434520292E0,-1.470285351E-3,-3.400484566E-3,-7.925136015E-5,3.705578912E-3
9.444541292E0,9.645503014E-4,-2.545485739E-3,4.482127260E-4,2.758758702E-3
9.454562292E0,-1.367313438E-3,6.176633295E-3,-9.504796471E-4,6.397167846E-3
9.464582292E0,-2.127808752E-3,-1.036647335E-2,-1.026169630E-3,1.063223231E-2
9.474603292E0,8.714222349E-5,8.554220200E-3,-1.736701000E-3,8.729169912E-3
9.484623292E0,-6.688931026E-4,-4.251220264E-3,-9.659123607E-4,4.410587081E-3
9.494644292E0,-3.709424287E-3,1.897485810E-3,-6.689699367E-4,4.219929113E-3
9.504664292E0,3.359179478E-3,-2.905220957E-3,-5.476779770E-4,4.474857176E-3
9.514685292E0,-2.784321550E-4,5.447251257E-3,6.827025209E-4,5.496922180E-3
9.524705292E0,-2.404107247E-3,-7.065222599E-3,2.738502808E-4,7.468071772E-3
9.534726292E0,2.796247136E-3,1.307489234E-3,3.593377769E-4,3.107675945E-3
9.544746292E0,-6.903854664E-4,1.194471144E-3,2.072432544E-4,1.395114036E-3
9.554767292E0,-4.134166520E-4,-4.856763408E-3,-2.569456119E-4,4.881094670E-3
9.564787292E0,1.904374920E-3,6.640613545E-3,7.852278650E-4,6.952767426E-3
9.574808292E0,1.879674383E-4,-5.768917967E-3,-3.258427605E-4,5.781169412E-3
9.584828292E0,-1.327418489E-3,3.258258104E-3,-5.589383654E-4,3.562400569E-3
9.594849292E0,1.338938251E-3,-5.191419739E-3,1.143886941E-3,5.481977005E-3
9.604870292E0,-9.615072049E-4,4.169859923E-3,-7.723933086E-4,4.348427222E-3
9.614890292E0,1.720455475E-5,-4.695271142E-3,-6.345985457E-5,4.695731492E-3
9.624911292E0,-3.466811031E-4,-1.123864786E-4,2.226720098E-4,4.270846892E-4
9.634931292E0,5.918168463E-4,2.064747736E-3,-1.199455932E-3,2.460106690E-3
9.644952292E0,-1.184265362E-3,-4.064084496E-3,1.127258874E-4,4.234616201E-3
9.654972292E0,1.147332136E-3,4.630870186E-3,1.242438797E-3,4.930008506E-3
9.664993292E0,1.173632219E-3,-5.339964293E-3,-2.816214692E-4,5.474663632E-3
9.675013292E0,-9.086935315E-4,2.975756302E-3,-2.119735349E-3,3.764854241E-3
9.685034292E0,2.473897533E-3,-5.593412556E-3,-3.988733515E-4,6.129072766E-3
9.695054292E0,-4.984566476E-4,2.243737690E-3,1.529336441E-4,2.303520469E-3
9.705075292E0,-2.165107289E-3,-1.623949967E-3,-1.532615861E-3,3.110275622E-3
9.715095292E0,1.512452029E-3,-1.104756375E-4,-2.753376029E-4,1.541274408E-3
9.725116292E0,9.771503974E-4,1.220548293E-3,-1.150555909E-5,1.563551538E-3
9.735137292E0,9.944608901E-4,-5.555332638E-3,3.578749020E-4,5.654975476E-3
9.745157292E0,1.813250128E-4,5.033291876E-3,-4.945383407E-4,5.060778008E-3
9.755178292E0,1.031139866E-3,-5.660897586E-3,2.327708062E-4,5.758749270E-3
9.765198292E0,-1.114617684E-3,4.794036504E-3,-2.742416691E-4,4.929540250E-3
9.775219292E0,7.069844287E-4,-8.257661248E-4,-6.513453554E-4,1.267267709E-3
9.785239292E0,-1.714124810E-4,1.650156802E-3,-1.280791592E-3,2.095907158E-3
9.795260292E0,9.620289784E-4,7.782643661E-5,-3.406957258E-4,1.023538122E-3
9.805279542E0,7.063841913E-4,-3.504861146E-3,4.256579559E-4,3.600585366E-3
9.815300542E0,5.337712355E-5,3.252110910E-3,-4.176283255E-6,3.252551603E-3
9.825320542E0,6.341375411E-5,-4.730159882E-3,9.192291182E-4,4.819067959E-3
9.835341542E0,-1.132878242E-3,4.597561434E-3,1.398864435E-3,4.937388577E-3
9.845361542E0,1.356937224E-3,-4.147376865E-3,-4.125200212E-5,4.363910542E-3
9.855382542E0,-8.561494760E-4,2.557930071E-3,9.936280549E-5,2.699235288E-3
9.865403542E0,-5.199112929E-4,-8.414937183E-4,2.671028487E-4,1.024579603E-3
9.875423542E0,-7.308335043E-4,4.959991202E-5,1.251567155E-4,7.431298445E-4
9.885444542E0,1.302616671E-3,2.668793313E-3,-2.814740874E-4,2.983034630E-3
9.895464542E0,2.450754400E-4,-1.923561678E-3,-1.810728572E-4,1.947546888E-3
9.905485542E0,-1.431095647E-3,6.719630677E-3,1.161878463E-3,6.967885816E-3
9.915505542E0,3.292819485E-3,-8.196201175E-3,2.832212951E-3,9.275872146E-3
9.925526542E0,4.559685476E-5,1.018929761E-2,-3.823526204E-4,1.019657091E-2
9.935546542E0,-2.931572963E-4,-7.513266522E-3,-2.678364981E-4,7.523752483E-3
9.945567542E0,4.102888051E-3,1.319757430E-3,3.834441304E-4,4.326948051E-3
9.955587542E0,4.609464668E-5,4.469478037E-3,4.210043699E-6,4.469717705E-3
9.965608542E0,-4.539745394E-3,-5.299587734E-3,2.662125044E-4,6.983250496E-3
9.975628542E0,3.260653466E-3,2.091749338E-3,6.806007586E-4,3.933254850E-3
9.985649542E0,1.329486258E-3,-2.409345470E-3,1.082569128E-3,2.957099123E-3
9.995669542E0,-4.010151606E-3,3.352669999E-3,-3.734370694E-6,5.227018842E-3
1.000569054E1,2.251404338E-3,-5.491313525E-3,1.013891073E-3,6.020906977E-3
1.001571154E1,1.857522875E-3,6.020466797E-3,-1.493741293E-3,6.475158279E-3
1.002573154E1,-2.612944227E-4,-5.461178720E-3,1.381488051E-3,5.639260326E-3
1.003575254E1,-1.296465285E-3,3.348558210E-3,6.272811443E-4,3.645153763E-3
1.004577254E1,1.860487973E-3,-5.138805136E-6,5.553145893E-4,1.941601452E-3
1.005579354E1,-2.066875808E-3,-2.806517761E-3,3.390656784E-4,3.501925625E-3
1.006581354E1,-1.358523383E-3,4.134723451E-3,-1.468579518E-3,4.593283096E-3
1.007583454E1,1.602112548E-3,-5.241733976E-3,1.693191007E-5,5.481133676E-3
1.008585454E1,4.248907790E-4,4.876435734E-3,-1.591208158E-3,5.147047799E-3
1.009587554E1,-3.405017778E-4,-3.744749352E-3,1.226682682E-3,3.955229396E-3
1.010589554E1,3.637410700E-4,3.369455924E-3,-4.510853905E-4,3.418920710E-3
1.011591654E1,3.197344486E-3,-1.122231595E-3,1.638164744E-3,3.763774600E-3
1.012593654E1,5.666571669E-4,6.318858359E-4,2.275400795E-3,2.428544591E-3
1.013595754E1,-1.079975278E-3,-2.602731693E-4,-6.327708252E-4,1.278470821E-3
1.014597854E1,2.589214360E-3,-1.290713553E-3,2.953256480E-4,2.908124777E-3
1.015599854E1,-6.518524606E-4,4.146662541E-3,-7.470357232E-4,4.263541278E-3
1.016601954E1,-6.291209720E-4,-4.917542450E-3,-9.712690953E-4,5.051869021E-3
1.017603954E1,-1.094641513E-3,5.224573426E-3,-4.679316189E-4,5.358485563E-3
1.018606054E1,4.459368065E-4,-3.697940614E-3,5.832645111E-4,3.770122267E-3
1.019608054E1,-1.894934103E-4,4.031618126E-3,1.254673116E-4,4.038018637E-3
1.020610154E1,-1.352659659E-3,-4.022602807E-4,4.098252393E-4,1.469509515E-3
1.021612154E1,-2.703510690E-4,-2.503494266E-3,-8.740848862E-4,2.665445109E-3
1.022614254E1,-1.825944055E-4,7.799168816E-4,-1.323211007E-3,1.546770322E-3
1.023616254E1,-7.543752436E-4,-2.463813405E-3,1.667252509E-3,3.069069799E-3
1.024618354E1,1.684446121E-3,1.896864502E-3,-5.881902762E-4,2.604116256E-3
1.025620354E1,1.196288737E-3,-4.534935579E-3,6.243467797E-4,4.731443368E-3
1.026622454E1,-1.569401589E-3,5.048720166E-3,-7.588462904E-5,5.287566089E-3
1.027624554E1,6.873609964E-4,-5.349592306E-3,1.336389454E-3,5.556666244E-3
1.028626554E1,4.106760025E-5,2.542112023E-3,1.004429068E-4,2.544427020E-3
1.029628654E1,-7.877475582E-5,-1.038774149E-3,1.301794779E-3,1.667311261E-3
1.030630654E1,-1.429822529E-3,3.712690668E-4,1.413476188E-3,2.044541053E-3
1.031632754E1,5.680809263E-4,1.612302149E-3,5.383617245E-4,1.792224178E-3
1.032634754E1,2.905139467E-3,-2.404503059E-3,2.411461901E-4,3.778838679E-3
1.033636854E1,-3.292569192E-3,3.333810251E-3,2.246343065E-4,4.691030084E-3
1.034638854E1,2.087457106E-3,-7.712046616E-3,9.669619612E-4,8.047866525E-3
1.035640954E1,6.674595643E-4,5.041565746E-3,1.557627693E-4,5.087941576E-3
1.036642954E1,3.671539016E-4,-6.292246282E-3,-2.706614323E-4,6.308757633E-3
1.037645054E1,-2.369776834E-3,4.355604295E-3,5.661034957E-4,4.990751865E-3
1.038647054E1,1.243238337E-3,-2.314409940E-3,-3.696128260E-4,2.653063997E-3
1.039649154E1,1.283451915E-3,-1.886173617E-3,9.688918944E-4,2.478638988E-3
1.040651254E1,-1.410564058E-3,3.736376995E-3,9.084418416E-4,4.095786932E-3
1.041653254E1,2.981200814E-4,-6.789767183E-3,4.501119256E-4,6.811197746E-3
1.042655354E1,3.886504564E-4,7.603264879E-3,-7.274341770E-4,7.647865486E-3
1.043657354E1,1.430745237E-3,-7.662240881E-3,7.820455357E-4,7.833808938E-3
1.044659454E1,-5.188940559E-4,4.367009737E-3,-9.106202051E-4,4.491019287E-3
1.045661454E1,2.318508923E-4,-4.306748160E-4,5.700974725E-4,7.511636051E-4
1.046663554E1,2.720743418E-3,1.208882313E-4,-2.769508865E-4,2.737473379E-3
1.047665554E1,1.575051341E-3,5.866751308E-4,3.941657487E-4,1.726366437E-3
1.048667654E1,-3.675994929E-3,1.063832198E-3,-1.792411786E-4,3.831031854E-3
1.049669654E1,3.658845089E-4,1.347725163E-3,1.098809764E-3,1.776968623E-3
1.050671754E1,4.416145384E-3,-3.580586519E-3,1.682472182E-3,5.929051570E-3
1.051673754E1,-4.594926257E-3,7.182313129E-3,6.257302593E-4,8.549298658E-3
1.052675854E1,-2.981976606E-3,-8.217694238E-3,2.363724634E-4,8.745201828E-3
1.053677954E1,3.135038074E-3,6.321567111E-3,-6.136880256E-5,7.056517597E-3
1.054679954E1,1.557583222E-3,-3.994143568E-3,1.412773039E-3,4.513887016E-3
1.055682054E1,-5.673165433E-3,2.033122350E-3,-4.066983238E-4,6.040181789E-3
1.056684054E1,2.440262353E-3,-1.446075039E-3,3.432312515E-4,2.857240113E-3
1.057686154E1,3.558523720E-3,5.363820819E-4,-1.238873228E-4,3.600853353E-3
1.058688154E1,-3.326824168E-3,3.066448029E-3,-1.484237146E-4,4.526907571E-3
1.059690254E1,1.478020567E-4,-4.949400201E-3,3.538485616E-4,4.964233738E-3
1.060692254E1,2.225435805E-3,6.849060301E-3,4.372419789E-5,7.201673648E-3
1.061694354E1,-5.109622143E-4,-4.860059824E-3,1.074367668E-3,5.003551715E-3
1.062696354E1,-1.802351675E-3,3.440744244E-3,1.212910051E-3,4.069194429E-3
1.063698454E1,3.316243645E-3,-4.601203371E-3,7.015832234E-4,5.714959614E-3
1.064700454E1,1.526116394E-4,1.642925432E-3,-9.966338985E-5,1.653005468E-3
1.065702554E1,-3.080199473E-3,-3.682331415E-3,1.505424036E-3,5.031251829E-3
1.066704654E1,-3.274738090E-3,8.040926419E-3,1.825587358E-3,8.872044660E-3
1.067706654E1,4.538710229E-3,-2.916650614E-3,-2.173234243E-4,5.399441713E-3
1.068708754E1,5.647776648E-3,-5.306671839E-3,-4.374480341E-4,7.762055647E-3
1.069710754E1,-1.096422225E-2,2.157714032E-2,-2.757061273E-3,2.435956774E-2
1.070712854E1,1.359951682E-3,-3.408041224E-2,2.082710620E-3,3.417106452E-2
1.071714854E1,7.286018226E-3,2.996888012E-2,3.196983598E-4,3.084350895E-2
1.072716954E1,-8.817393333E-3,-7.579601370E-3,5.292464048E-4,1.163945376E-2
1.073718954E1,-3.139799926E-3,-8.680552244E-3,-5.895474460E-4,9.249751188E-3
1.074721054E1,1.158910245E-2,1.810383797E-2,1.019986812E-3,2.151967978E-2
1.075723054E1,-4.457774572E-3,-1.078426838E-2,2.050260082E-5,1.166930242E-2
1.076725154E1,-8.012095466E-3,4.251081031E-3,6.273421459E-4,9.091695214E-3
1.077727154E1,1.035199780E-2,-1.469388837E-3,1.391847618E-4,1.045668850E-2
1.078729254E1,1.740251202E-3,1.632047235E-3,3.266797867E-4,2.408063975E-3
1.079731354E1,-8.225563914E-3,-3.148060758E-3,7.410675753E-4,8.838516243E-3
1.080733379E1,3.199987113E-3,3.706459422E-3,6.605614908E-5,4.897154519E-3
1.081735479E1,9.267732501E-3,-4.657198209E-3,-5.531287752E-4,1.038683360E-2
1.082737479E1,-5.836782977E-3,7.218252867E-3,5.889444146E-4,9.301508776E-3
1.083739579E1,-3.752326826E-3,-7.703704759E-3,-5.306485109E-4,8.585371947E-3
1.084741579E1,6.181581877E-3,3.516318277E-3,9.265975095E-4,7.171822061E-3
1.085743679E1,-1.167943818E-3,4.473990761E-3,1.851734705E-4,4.627631716E-3
1.086745679E1,-7.295321673E-3,-6.685271394E-3,7.182797417E-4,9.921214528E-3
1.087747779E1,5.798908416E-3,6.621479522E-3,-9.291921742E-5,8.802270381E-3
1.088749779E1,3.808552865E-3,-4.260491580E-3,1.739403233E-4,5.717264963E-3
1.089751879E1,-7.268599235E-3,6.464323960E-3,3.081634641E-4,9.732162340E-3
1.090753879E1,8.139223792E-5,-8.333588019E-3,6.249914877E-4,8.357387650E-3
1.091755979E1,5.330217071E-3,8.162031882E-3,-6.666418631E-4,9.771099725E-3
1.092758079E1,4.600465763E-4,-6.308082957E-3,9.328755550E-4,6.393262879E-3
1.093760079E1,-2.783683594E-3,3.378899302E-3,5.339342169E-4,4.410322051E-3
1.094762179E1,5.340711214E-3,-1.575081260E-3,6.538406014E-4,5.606387855E-3
1.095764179E1,4.197219387E-4,2.216727473E-3,9.009819478E-4,2.429365280E-3
1.096766279E1,-3.542679129E-3,3.582926001E-4,1.329497900E-4,3.563232331E-3
1.097768279E1,2.865685616E-3,-2.585032955E-3,1.042419346E-3,3.997647748E-3
1.098770379E1,-6.391424686E-4,4.164546262E-3,7.945760153E-4,4.287575039E-3
1.099772379E1,-2.476457274E-3,-5.791681353E-3,1.391656697E-3,6.450823349E-3
1.100774479E1,-1.603711746E-3,7.307020947E-3,7.642109413E-4,7.519871332E-3
1.101776479E1,4.068288952E-3,-5.514767952E-3,1.269679284E-3,6.969628831E-3
1.102778579E1,-1.215358847E-3,5.513673183E-3,2.393040340E-4,5.651102150E-3
1.103780679E1,1.011310145E-3,-4.115518183E-3,-1.301867189E-3,4.433406850E-3
1.104782679E1,2.696446609E-4,-4.534562468E-4,3.697816283E-4,6.442586930E-4
1.105784779E1,3.940141760E-4,1.248303684E-3,1.652506180E-4,1.319400252E-3
1.106786779E1,-2.911987249E-4,4.288123455E-4,-3.443907481E-4,6.223196224E-4
1.107788879E1,2.690742491E-3,-3.262861632E-3,-3.345371224E-4,4.242437538E-3
1.108790879E1,-2.412549919E-3,4.984817002E-3,-4.736378323E-4,5.558158908E-3
1.109792979E1,1.330256462E-3,-6.674768403E-3,1.692492515E-4,6.808139305E-3
1.110794979E1,6.927921437E-3,-2.990180859E-3,1.266566105E-3,7.651239553E-3
1.111797079E1,-5.575353280E-3,1.077569835E-2,-5.254747812E-4,1.214398464E-2
1.112799079E1,-9.115508292E-4,-1.620847359E-2,-5.093147047E-5,1.623416567E-2
1.113801179E1,5.485894624E-3,1.337232161E-2,9.280466475E-4,1.448362164E-2
1.114803279E1,-2.263984177E-3,-3.282813588E-3,-1.006059814E-3,4.112741879E-3
1.115805279E1,-3.914078698E-3,-6.738531403E-3,1.195841469E-3,7.884025263E-3
1.116807379E1,5.246335641E-3,8.598240092E-3,-3.609650303E-4,1.007889211E-2
1.117809379E1,6.888681091E-4,-8.286466822E-3,1.218822086E-3,8.403903792E-3
1.118811479E1,-6.517977454E-3,6.150470115E-3,1.037930138E-3,9.021619128E-3
1.119813479E1,2.241159091E-3,-3.365270793E-3,4.648179747E-4,4.069876820E-3
1.120815579E1,2.343873028E-3,3.408723511E-3,-1.690379111E-3,4.468838583E-3
1.121817579E1,-2.768597333E-3,-2.371135168E-3,1.287567895E-3,3.865907948E-3
1.122819679E1,7.803309709E-4,-4.768287763E-4,5.844815169E-4,1.085311361E-3
1.123821679E1,4.064008594E-3,6.150673144E-4,4.396059085E-4,4.133730398E-3
1.124823779E1,-8.130469359E-4,-2.239823574E-3,-7.857242599E-5,2.384120087E-3
1.125825779E1,-2.289503347E-3,3.537904471E-3,-6.548804231E-4,4.264676071E-3
1.126827879E1,4.578639288E-3,-3.779212013E-3,-1.597560477E-4,5.939015336E-3
1.127829979E1,2.362356521E-3,2.972700633E-3,-5.531050265E-4,3.837134681E-3
1.128831979E1,-2.645134227E-3,-5.224116612E-3,-9.079184383E-5,5.856310495E-3
1.129834079E1,8.220900781E-5,3.051123582E-3,7.840564940E-4,3.151326390E-3
1.130836079E1,2.436026465E-3,-2.946164925E-3,-1.270291861E-3,4.028368667E-3
1.131838179E1,-4.127570428E-4,-1.348268124E-3,-1.380813075E-3,1.973534915E-3
1.132840179E1,-8.313148282E-4,1.598793082E-3,5.673451815E-4,1.889207299E-3
1.133842279E1,2.557823900E-3,-1.532551716E-3,-5.213548429E-4,3.027042903E-3
1.134844279E1,4.595699720E-4,5.837873556E-3,1.028326806E-3,5.945538515E-3
1.135846379E1,-1.769762137E-3,-5.673107691E-3,2.440256067E-4,5.947752298E-3
1.136848379E1,-1.560503384E-3,5.213836208E-3,1.699919580E-3,5.701665142E-3
1.137850479E1,2.510670805E-3,-7.727262564E-3,1.194451703E-3,8.212232918E-3
1.138852579E1,-1.048936858E-3,6.150256842E-3,-1.424509799E-3,6.399621546E-3
1.139854579E1,-3.096433356E-4,-4.846468102E-3,1.875945833E-3,5.206083444E-3
1.140856679E1,1.216796227E-5,-2.450707252E-4,-5.347516853E-4,5.883596559E-4
1.141858679E1,-1.217413461E-3,1.713684178E-3,-8.796311449E-4,2.278718927E-3
1.142860779E1,2.818293869E-4,-4.189397208E-3,8.881292306E-4,4.291765406E-3
1.143862779E1,9.630660061E-4,4.947908223E-3,-1.036803471E-3,5.146285393E-3
1.144864879E1,7.735060062E-4,-4.766960628E-3,-1.218542457E-4,4.830846057E-3
1.145866879E1,-7.929652929E-4,3.668069374E-3,-1.491251634E-3,4.038237032E-3
1.146868979E1,1.872377004E-3,-3.694645129E-3,-4.118708894E-4,4.162431490E-3
1.147870979E1,-1.106901327E-3,2.570974175E-3,-2.333874349E-3,3.644462681E-3
1.148873079E1,1.113567501E-3,-3.600143362E-3,-1.442205394E-3,4.034974746E-3
1.149875079E1,-6.646253169E-4,2.126718173E-3,2.214713022E-4,2.239130755E-3
1.150877179E1,1.807117369E-4,-1.135828672E-3,-7.402065676E-4,1.367724119E-3
1.151879279E1,-4.200974945E-4,-2.922276966E-3,4.803203046E-4,2.991135598E-3
1.152881279E1,-1.720807049E-4,2.672033850E-3,-4.640147090E-4,2.717477933E-3
1.153883379E1,3.293924965E-4,-3.825812833E-3,1.618843526E-3,4.167253006E-3
1.154885379E1,-1.229439746E-3,4.403066356E-3,-2.579181455E-5,4.571562166E-3
1.155887479E1,2.897661179E-3,-4.093216266E-3,1.040803967E-3,5.121926650E-3
1.156889479E1,-6.647508126E-4,3.850681242E-3,1.079397975E-3,4.053978250E-3
1.157891579E1,-1.616796944E-4,-2.578455955E-3,9.520987514E-4,2.753373833E-3
1.158893579E1,1.596417511E-3,1.910166000E-3,5.660285242E-4,2.552973033E-3
1.159895679E1,-1.271807123E-3,3.223104402E-3,-6.422477309E-4,3.523971835E-3
1.160897679E1,-1.299456693E-3,-5.692797247E-3,8.591914084E-4,5.902096075E-3
1.161899779E1,1.245459775E-3,6.029905286E-3,5.425417330E-4,6.181041930E-3
1.162901879E1,1.732443925E-3,-3.829053603E-3,2.513099462E-4,4.210245852E-3
1.163903879E1,-2.532608341E-3,4.558838904E-3,1.149860676E-3,5.340346125E-3
1.164905979E1,1.462890767E-3,-5.628429819E-3,-1.173309982E-3,5.932615607E-3
1.165907979E1,1.417084131E-3,2.465183148E-3,8.980964776E-4,2.981917617E-3
1.166910079E1,-8.841678500E-4,-1.110043493E-3,1.201077830E-4,1.424210386E-3
1.167912079E1,-1.891375287E-3,7.461798377E-4,1.051681815E-3,2.289130722E-3
1.168914179E1,2.778309397E-3,-3.217447316E-3,-5.225711502E-4,4.282995558E-3
1.169916179E1,3.312007058E-3,8.087779861E-5,-3.662437666E-4,3.333176633E-3
1.170918279E1,-5.187320057E-4,-7.105098921E-4,-1.277262345E-5,8.798126735E-4
1.171920279E1,1.133226790E-3,-2.346755937E-3,7.709958591E-4,2.717701418E-3
1.172922379E1,-1.009285101E-3,4.341258667E-3,1.563044963E-3,4.723165548E-3
1.173924479E1,1.031495165E-3,-4.905503243E-3,1.260509947E-3,5.168832525E-3
1.174926479E1,-1.161724795E-4,1.045944053E-3,1.794356620E-3,2.080194867E-3
1.175928579E1,3.536092117E-4,-6.619412452E-4,8.627825882E-4,1.143503162E-3
1.176930579E1,-8.017509244E-4,-5.083173746E-4,6.565987132E-4,1.154258623E-3
1.177932679E1,-2.467480954E-4,6.634735037E-4,-1.043296885E-3,1.260773613E-3
1.178934679E1,2.643656917E-4,-1.752465032E-3,-1.589671709E-3,2.380772784E-3
1.179936779E1,-3.215320408E-3,3.906751983E-3,-1.773973927E-4,5.062851590E-3
1.180938817E1,1.823316794E-3,-5.619357806E-3,3.445348702E-4,5.917801159E-3
1.181940917E1,8.960042614E-4,4.128610715E-3,-1.222202787E-3,4.397957450E-3
1.182942917E1,1.013178378E-3,-4.319075029E-3,-1.024685102E-3,4.553121906E-3
1.183945017E1,4.511931911E-5,9.332111804E-4,-1.129879849E-3,1.466133464E-3
1.184947117E1,5.955530796E-4,1.657389803E-4,-7.614011411E-4,9.807571452E-4
1.185949117E1,4.333665129E-4,-1.982899383E-3,-1.669838093E-4,2.036560848E-3
1.186951217E1,-1.065947232E-3,3.927469719E-3,5.259993486E-5,4.069892953E-3
1.187953217E1,3.836113028E-4,-3.267592750E-3,1.426791074E-3,3.586091575E-3
1.188955317E1,-2.369039226E-3,6.082211621E-3,-5.068911705E-4,6.546952247E-3
1.189957317E1,6.885360926E-4,-5.752343684E-3,-2.815877087E-4,5.800244086E-3
1.190959417E1,-7.418175228E-4,3.879153635E-3,1.286193728E-4,3.951540093E-3
1.191961417E1,4.816388246E-4,-4.479976371E-3,4.660421982E-4,4.529829972E-3
1.192963517E1,3.673962783E-4,1.035567606E-3,1.705728937E-4,1.111969156E-3
1.193965517E1,-2.086453605E-4,-4.715152318E-4,-2.314156387E-3,2.370902631E-3
1.194967617E1,1.069115475E-3,-3.527849913E-3,9.001665749E-4,3.794605746E-3
1.195969617E1,-1.405227464E-3,6.281104870E-3,-6.782889832E-4,6.472018121E-3
1.196971717E1,2.374916803E-4,-6.094601005E-3,1.136585837E-3,6.204223648E-3
1.197973817E1,8.873029146E-4,5.547408015E-3,-1.637629233E-3,5.851740907E-3
1.198975817E1,6.533563137E-4,-3.953921143E-3,-3.265901469E-4,4.020824294E-3
1.199977917E1,-2.229781821E-3,2.526881173E-3,-2.946320456E-4,3.382877987E-3
1.200979917E1,1.493414398E-3,-9.186249226E-4,-5.581043661E-5,1.754215813E-3
1.201982017E1,1.125652343E-4,7.365297060E-4,1.512791496E-3,1.686322937E-3
1.202984017E1,-1.148035168E-3,-6.264171680E-4,3.190473653E-4,1.346170285E-3
1.203986117E1,2.382783685E-3,7.148832083E-6,2.010692842E-4,2.391262857E-3
1.204988117E1,-2.441060264E-3,3.363430966E-3,-9.924895130E-5,4.157077510E-3
1.205990217E1,9.928194340E-4,-7.943285629E-3,5.819876678E-4,8.026218703E-3
1.206992217E1,1.032266300E-3,7.873311639E-3,-9.639693890E-4,7.998990365E-3
1.207994317E1,-2.886841539E-3,-6.099495105E-3,-5.455866922E-4,6.770181641E-3
1.208996417E1,2.494771732E-3,5.822291132E-4,8.606254123E-4,2.702508619E-3
1.209998417E1,5.265325308E-5,3.770032898E-3,1.685140189E-3,4.129844776E-3
1.211000517E1,1.463816268E-3,-9.222857654E-3,1.888840925E-4,9.340210842E-3
1.212002517E1,5.365037359E-4,1.103793830E-2,-4.534705076E-4,1.106026915E-2
1.213004617E1,4.240777344E-4,-1.107633207E-2,6.024655886E-5,1.108461112E-2
1.214006617E1,-2.562124748E-3,9.091787040E-3,-1.818613382E-3,9.619377809E-3
1.215008717E1,5.917756353E-4,-6.127506029E-3,-1.029532868E-4,6.156876474E-3
1.216010717E1,-5.278172903E-4,2.394076670E-3,-1.466290560E-4,2.455950788E-3
1.217012817E1,2.597388811E-5,-2.054282464E-3,1.491473522E-4,2.059853397E-3
1.218014817E1,-6.111152470E-5,-1.536031254E-3,1.314013964E-3,2.022315338E-3
1.219016917E1,6.011284422E-4,3.271692200E-3,4.333248362E-4,3.354563409E-3
1.220019017E1,1.573714893E-3,-5.222726613E-3,-1.483086031E-3,5.652698118E-3
1.221021017E1,-2.534657950E-3,7.364456076E-3,-1.765490742E-3,7.986029162E-3
1.222023117E1,5.713868886E-4,-8.307714015E-3,1.680106856E-3,8.495137090E-3
