"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
1.226414058E1,2.563682649E-1,6.618096484E-1,9.784292716E0
1.227415958E1,2.562993409E-1,6.617881599E-1,9.784296225E0
1.228417858E1,2.564461974E-1,6.617342924E-1,9.784295640E0
1.229419758E1,2.564278152E-1,6.616628833E-1,9.784300902E0
1.230421758E1,2.564531044E-1,6.617139734E-1,9.784296809E0
1.231423658E1,2.565306165E-1,6.617733226E-1,9.784290962E0
1.232425558E1,2.564302637E-1,6.618288711E-1,9.784289793E0
1.233427458E1,2.563685025E-1,6.617592162E-1,9.784296225E0
1.234429358E1,2.562137523E-1,6.617253023E-1,9.784302657E0
1.235431258E1,2.562475930E-1,6.617304917E-1,9.784301487E0
1.236433158E1,2.562254832E-1,6.617522726E-1,9.784300318E0
1.237435058E1,2.562636363E-1,6.617384586E-1,9.784300318E0
1.238436958E1,2.563971904E-1,6.617411629E-1,9.784296809E0
1.239438858E1,2.564906179E-1,6.618434161E-1,9.784287454E0
1.240440858E1,2.565251896E-1,6.618970643E-1,9.784282776E0
1.241442758E1,2.564887541E-1,6.618719213E-1,9.784285115E0
1.242444658E1,2.564905997E-1,6.617944457E-1,9.784290377E0
1.243446558E1,2.565018007E-1,6.618116219E-1,9.784289208E0
1.244448458E1,2.564894119E-1,6.618126451E-1,9.784289208E0
1.245450358E1,2.564820481E-1,6.617158737E-1,9.784296225E0
1.246452258E1,2.564548220E-1,6.617268372E-1,9.784296225E0
1.247454158E1,2.564941263E-1,6.617277143E-1,9.784295055E0
1.248456058E1,2.564937608E-1,6.617339270E-1,9.784294471E0
1.249457958E1,2.564428535E-1,6.617951766E-1,9.784291547E0
1.250459958E1,2.563955641E-1,6.617451829E-1,9.784296225E0
1.251461858E1,2.563888764E-1,6.616959201E-1,9.784299733E0
1.252463758E1,2.564112237E-1,6.616732621E-1,9.784300902E0
1.253465658E1,2.565022575E-1,6.616241455E-1,9.784301487E0
1.254467558E1,2.564044263E-1,6.615534673E-1,9.784309089E0
1.255469458E1,2.564002602E-1,6.615018656E-1,9.784312597E0
1.256471358E1,2.563858431E-1,6.614404698E-1,9.784317275E0
1.257473258E1,2.563709876E-1,6.614811080E-1,9.784314936E0
1.258475158E1,2.563751354E-1,6.615361449E-1,9.784310843E0
1.259477158E1,2.564478236E-1,6.616077002E-1,9.784304411E0
1.260479058E1,2.564498336E-1,6.615759791E-1,9.784306165E0
1.261480958E1,2.563773281E-1,6.615702780E-1,9.784308504E0
1.262482858E1,2.564539084E-1,6.615708628E-1,9.784306750E0
1.263484758E1,2.564622041E-1,6.616219528E-1,9.784302657E0
1.264486658E1,2.565249521E-1,6.615988563E-1,9.784302657E0
1.265488558E1,2.564616194E-1,6.615686700E-1,9.784306750E0
1.266490458E1,2.565587380E-1,6.616151554E-1,9.784300902E0
1.267492358E1,2.566645726E-1,6.616701192E-1,9.784294471E0
1.268494258E1,2.567293671E-1,6.616368632E-1,9.784295055E0
1.269496258E1,2.567684703E-1,6.617103919E-1,9.784288623E0
1.270498158E1,2.567197009E-1,6.616802788E-1,9.784292132E0
1.271500058E1,2.567077872E-1,6.616557936E-1,9.784294471E0
1.272501958E1,2.567269368E-1,6.616533816E-1,9.784293886E0
1.273503858E1,2.568354940E-1,6.616253150E-1,9.784292716E0
1.274505758E1,2.568546985E-1,6.616584979E-1,9.784290377E0
1.275507608E1,2.568692251E-1,6.617128770E-1,9.784286284E0
1.276509508E1,2.568603081E-1,6.617397742E-1,9.784284530E0
1.277511408E1,2.569540646E-1,6.617380931E-1,9.784282191E0
1.278513408E1,2.569209365E-1,6.617552693E-1,9.784281607E0
1.279515308E1,2.569266010E-1,6.617157275E-1,9.784284530E0
1.280517208E1,2.569179398E-1,6.616733352E-1,9.784287454E0
1.281519108E1,2.569182504E-1,6.617318074E-1,9.784283361E0
1.282521008E1,2.568854329E-1,6.616650760E-1,9.784288623E0
1.283522908E1,2.567826315E-1,6.616578401E-1,9.784292132E0
1.284524808E1,2.569107038E-1,6.616316738E-1,9.784290377E0
1.285526708E1,2.568849395E-1,6.617187242E-1,9.784285115E0
1.286528608E1,2.569963655E-1,6.617002324E-1,9.784283361E0
1.287530508E1,2.569218684E-1,6.617068836E-1,9.784285115E0
1.288532508E1,2.570201199E-1,6.617103188E-1,9.784282191E0
1.289534408E1,2.570056845E-1,6.617415284E-1,9.784280437E0
1.290536308E1,2.570189687E-1,6.616803519E-1,9.784284530E0
1.291538208E1,2.570951287E-1,6.616070424E-1,9.784287454E0
1.292540108E1,2.571236704E-1,6.615343907E-1,9.784291547E0
1.293542008E1,2.571666292E-1,6.614628354E-1,9.784295055E0
1.294543908E1,2.571293166E-1,6.614102836E-1,9.784299733E0
1.295545808E1,2.571187185E-1,6.612953127E-1,9.784307919E0
1.296547708E1,2.571322037E-1,6.613355123E-1,9.784304411E0
1.297549708E1,2.572269286E-1,6.612065812E-1,9.784310843E0
1.298551608E1,2.572288106E-1,6.611625809E-1,9.784313766E0
1.299553508E1,2.572699239E-1,6.611973719E-1,9.784310258E0
1.300555408E1,2.573817519E-1,6.612015380E-1,9.784307334E0
1.301557308E1,2.574581129E-1,6.612350133E-1,9.784302657E0
1.302559208E1,2.575373426E-1,6.612212723E-1,9.784301487E0
1.303561108E1,2.575146847E-1,6.611742754E-1,9.784305580E0
1.304563008E1,2.574844253E-1,6.611465742E-1,9.784307919E0
1.305564908E1,2.574754535E-1,6.612377907E-1,9.784302072E0
1.306566808E1,2.574787243E-1,6.611478167E-1,9.784308504E0
1.307568808E1,2.574599584E-1,6.612516048E-1,9.784301487E0
1.308570708E1,2.575349489E-1,6.612524819E-1,9.784299733E0
1.309572608E1,2.575218841E-1,6.611486207E-1,9.784307334E0
1.310574508E1,2.575679309E-1,6.610498758E-1,9.784312597E0
1.311576408E1,2.575354057E-1,6.609661876E-1,9.784319029E0
1.312578308E1,2.575001214E-1,6.609514964E-1,9.784320783E0
1.313580208E1,2.575210801E-1,6.609532506E-1,9.784320198E0
1.314582108E1,2.574483553E-1,6.608958017E-1,9.784326046E0
1.315584008E1,2.575187960E-1,6.608628380E-1,9.784326630E0
1.316586008E1,2.574711046E-1,6.608438346E-1,9.784328969E0
1.317587908E1,2.575499690E-1,6.607764454E-1,9.784331308E0
1.318589808E1,2.575432447E-1,6.607811232E-1,9.784331308E0
1.319591708E1,2.575943530E-1,6.607253554E-1,9.784333647E0
1.320593608E1,2.575284256E-1,6.607064250E-1,9.784336571E0
1.321595508E1,2.574398586E-1,6.606478067E-1,9.784343002E0
1.322597408E1,2.574567059E-1,6.605834142E-1,9.784347095E0
1.323599308E1,2.574718173E-1,6.605318125E-1,9.784350019E0
1.324601208E1,2.574625348E-1,6.604763371E-1,9.784354112E0
1.325603208E1,2.574862343E-1,6.604901511E-1,9.784352358E0
1.326605108E1,2.574849735E-1,6.604347488E-1,9.784356451E0
1.327607008E1,2.574195395E-1,6.604212271E-1,9.784358790E0
1.328608908E1,2.574814652E-1,6.601802487E-1,9.784373408E0
1.329610808E1,2.573939945E-1,6.601863883E-1,9.784375162E0
1.330612708E1,2.574053235E-1,6.602612326E-1,9.784369900E0
1.331614608E1,2.572889456E-1,6.602739503E-1,9.784372239E0
1.332616508E1,2.572770502E-1,6.602719769E-1,9.784372823E0
1.333618408E1,2.572528756E-1,6.602263686E-1,9.784376332E0
1.334620308E1,2.572742727E-1,6.602368205E-1,9.784375162E0
1.335622308E1,2.573108909E-1,6.602740965E-1,9.784371654E0
1.336624208E1,2.573582899E-1,6.602560432E-1,9.784371654E0
1.337626108E1,2.573937569E-1,6.602923691E-1,9.784368145E0
1.338628008E1,2.573988550E-1,6.603941837E-1,9.784361129E0
1.339629908E1,2.574071873E-1,6.603309607E-1,9.784365222E0
1.340631808E1,2.573835426E-1,6.602708805E-1,9.784369900E0
1.341633708E1,2.573287615E-1,6.601026269E-1,9.784382764E0
1.342635608E1,2.572664155E-1,6.601038694E-1,9.784384518E0
1.343637508E1,2.573162996E-1,6.600822347E-1,9.784384518E0
1.344639508E1,2.573236634E-1,6.600741217E-1,9.784385102E0
1.345641408E1,2.573781156E-1,6.601290125E-1,9.784379840E0
1.346643308E1,2.574510231E-1,6.601937704E-1,9.784373408E0
1.347645208E1,2.575636916E-1,6.602363089E-1,9.784367561E0
1.348647108E1,2.577193920E-1,6.603107147E-1,9.784358205E0
1.349649008E1,2.576328898E-1,6.603745955E-1,9.784356451E0
1.350650908E1,2.576629299E-1,6.603221899E-1,9.784359375E0
1.351652808E1,2.576937922E-1,6.603473329E-1,9.784356451E0
1.352654708E1,2.577144219E-1,6.604100443E-1,9.784351773E0
1.353656708E1,2.576146903E-1,6.603441900E-1,9.784358790E0
1.354658608E1,2.576215060E-1,6.602792859E-1,9.784362883E0
1.355660508E1,2.576321406E-1,6.602363820E-1,9.784365807E0
1.356662408E1,2.576359596E-1,6.601815643E-1,9.784369315E0
1.357664308E1,2.574914054E-1,6.601974249E-1,9.784372239E0
1.358666208E1,2.573432151E-1,6.601911391E-1,9.784376332E0
1.359668108E1,2.573149657E-1,6.601518897E-1,9.784379840E0
1.360670008E1,2.573419177E-1,6.601830261E-1,9.784376916E0
1.361671908E1,2.574105677E-1,6.601649728E-1,9.784376332E0
1.362673808E1,2.574030759E-1,6.601733051E-1,9.784376332E0
1.363675808E1,2.574732608E-1,6.602075113E-1,9.784371654E0
1.364677708E1,2.574414117E-1,6.602434717E-1,9.784370484E0
1.365679608E1,2.574810814E-1,6.602207407E-1,9.784371069E0
1.366681508E1,2.575016198E-1,6.602336776E-1,9.784369315E0
1.367683408E1,2.574989520E-1,6.602562625E-1,9.784368145E0
1.368685308E1,2.575127478E-1,6.603409740E-1,9.784361714E0
1.369687208E1,2.575923430E-1,6.604356989E-1,9.784353527E0
1.370689108E1,2.576027401E-1,6.604216656E-1,9.784354112E0
1.371691008E1,2.576307519E-1,6.603489409E-1,9.784358205E0
1.372693008E1,2.576864832E-1,6.602946348E-1,9.784360544E0
1.373694908E1,2.577391264E-1,6.602291460E-1,9.784363468E0
1.374696808E1,2.578517036E-1,6.602009332E-1,9.784362298E0
1.375698721E1,2.578647502E-1,6.601770327E-1,9.784363468E0
1.376700621E1,2.578374510E-1,6.601602220E-1,9.784365222E0
1.377702521E1,2.576695262E-1,6.602370398E-1,9.784364637E0
1.378704421E1,2.576771276E-1,6.603004090E-1,9.784360544E0
1.379706321E1,2.577447726E-1,6.603318378E-1,9.784356451E0
1.380708221E1,2.577000779E-1,6.603673596E-1,9.784355282E0
1.381710121E1,2.576329263E-1,6.603237247E-1,9.784359959E0
1.382712121E1,2.577113338E-1,6.604223234E-1,9.784351189E0
1.383714021E1,2.578283512E-1,6.604536791E-1,9.784345926E0
1.384715921E1,2.578627036E-1,6.605200450E-1,9.784340664E0
1.385717821E1,2.578655359E-1,6.604982641E-1,9.784341833E0
1.386719721E1,2.577797828E-1,6.605016994E-1,9.784344172E0
1.387721621E1,2.578092564E-1,6.604883239E-1,9.784344172E0
1.388723521E1,2.576840164E-1,6.605263308E-1,9.784344757E0
1.389725421E1,2.576425194E-1,6.605997133E-1,9.784341248E0
1.390727321E1,2.575454922E-1,6.606634480E-1,9.784339494E0
1.391729321E1,2.575016015E-1,6.606445907E-1,9.784341833E0
1.392731221E1,2.575351682E-1,6.607016011E-1,9.784337155E0
1.393733121E1,2.575484706E-1,6.608492433E-1,9.784326630E0
1.394735021E1,2.575802100E-1,6.608234424E-1,9.784327800E0
1.395736921E1,2.576710063E-1,6.608545788E-1,9.784323122E0
1.396738821E1,2.577402045E-1,6.609210909E-1,9.784316690E0
1.397740721E1,2.577391264E-1,6.609578553E-1,9.784314351E0
1.398742621E1,2.578767552E-1,6.608913432E-1,9.784314936E0
1.399744521E1,2.578399178E-1,6.608268046E-1,9.784320198E0
1.400746521E1,2.577917879E-1,6.607580998E-1,9.784326630E0
1.401748421E1,2.577030016E-1,6.606778467E-1,9.784334232E0
1.402750321E1,2.577176744E-1,6.607162191E-1,9.784331308E0
1.403752221E1,2.577576913E-1,6.608271700E-1,9.784322537E0
1.404754121E1,2.577892480E-1,6.610098224E-1,9.784309673E0
1.405756021E1,2.579067953E-1,6.610642015E-1,9.784302657E0
1.406757921E1,2.578470623E-1,6.611476705E-1,9.784298564E0
1.407759821E1,2.578793682E-1,6.612117706E-1,9.784293301E0
1.408761721E1,2.578411055E-1,6.612472194E-1,9.784292132E0
1.409763721E1,2.579075627E-1,6.612103088E-1,9.784292716E0
1.410765621E1,2.578714014E-1,6.612339170E-1,9.784292132E0
1.411767521E1,2.579223452E-1,6.611837040E-1,9.784293886E0
1.412769421E1,2.580150419E-1,6.611896243E-1,9.784291547E0
1.413771321E1,2.580434557E-1,6.613252797E-1,9.784281607E0
1.414773221E1,2.580587133E-1,6.613426021E-1,9.784279853E0
1.415775121E1,2.579710050E-1,6.612977978E-1,9.784285115E0
1.416777021E1,2.580090485E-1,6.613178976E-1,9.784282776E0
1.417778921E1,2.580090485E-1,6.613790010E-1,9.784278683E0
1.418780821E1,2.581084877E-1,6.613713996E-1,9.784276344E0
1.419782821E1,2.580657117E-1,6.614280445E-1,9.784274005E0
1.420784721E1,2.581923404E-1,6.614781844E-1,9.784266989E0
1.421786621E1,2.582497345E-1,6.615465968E-1,9.784261141E0
1.422788521E1,2.582509222E-1,6.615867233E-1,9.784258218E0
1.423790421E1,2.582268390E-1,6.617282259E-1,9.784249447E0
1.424792321E1,2.583300972E-1,6.618565723E-1,9.784237753E0
1.425794221E1,2.584732991E-1,6.618758681E-1,9.784233075E0
1.426796121E1,2.585297065E-1,6.619484467E-1,9.784226643E0
1.427798021E1,2.586305344E-1,6.620413443E-1,9.784217287E0
1.428800021E1,2.586434896E-1,6.621208665E-1,9.784212025E0
1.429801921E1,2.586634981E-1,6.622013388E-1,9.784205593E0
1.430803821E1,2.587215682E-1,6.622372261E-1,9.784202085E0
1.431805721E1,2.588215922E-1,6.623036651E-1,9.784194483E0
1.432807621E1,2.588229261E-1,6.623445225E-1,9.784192144E0
1.433809521E1,2.588258680E-1,6.623312201E-1,9.784192729E0
1.434811421E1,2.587973262E-1,6.624643904E-1,9.784184543E0
1.435813321E1,2.587955721E-1,6.625762184E-1,9.784176942E0
1.436815221E1,2.587684739E-1,6.626673619E-1,9.784171679E0
1.437817221E1,2.588046901E-1,6.627094618E-1,9.784167586E0
1.438819121E1,2.587871119E-1,6.627757546E-1,9.784163493E0
1.439821021E1,2.585918332E-1,6.627879607E-1,9.784168171E0
1.440822921E1,2.582455501E-1,6.627331430E-1,9.784181035E0
1.441824821E1,2.579365247E-1,6.627432295E-1,9.784188051E0
1.442826721E1,2.577404603E-1,6.627036877E-1,9.784196237E0
1.443828621E1,2.575235103E-1,6.627888378E-1,9.784196237E0
1.444830521E1,2.572953227E-1,6.627935155E-1,9.784201500E0
1.445832421E1,2.571778302E-1,6.628208513E-1,9.784203254E0
1.446834421E1,2.571845545E-1,6.628055754E-1,9.784203839E0
1.447836321E1,2.572407243E-1,6.628348115E-1,9.784200330E0
1.448838221E1,2.572409436E-1,6.629260281E-1,9.784194483E0
1.449840121E1,2.571858884E-1,6.628899946E-1,9.784197991E0
1.450842021E1,2.571566341E-1,6.629329716E-1,9.784196237E0
1.451843921E1,2.571575660E-1,6.629449584E-1,9.784195068E0
1.452845821E1,2.570598809E-1,6.630504276E-1,9.784190390E0
1.453847721E1,2.570724342E-1,6.630625606E-1,9.784189221E0
1.454849621E1,2.570619640E-1,6.630164406E-1,9.784192729E0
1.455851521E1,2.570373326E-1,6.630040153E-1,9.784194483E0
1.456853521E1,2.570808030E-1,6.629840617E-1,9.784194483E0
1.457855421E1,2.570706435E-1,6.630529857E-1,9.784189805E0
1.458857321E1,2.569984852E-1,6.630682616E-1,9.784190975E0
1.459859221E1,2.570290917E-1,6.629945867E-1,9.784195068E0
1.460861121E1,2.569503004E-1,6.629964870E-1,9.784196822E0
1.461863021E1,2.568355488E-1,6.629806995E-1,9.784200915E0
1.462864921E1,2.567776797E-1,6.630699427E-1,9.784196822E0
1.463866821E1,2.566968419E-1,6.632031130E-1,9.784189805E0
1.464868721E1,2.567011542E-1,6.632992266E-1,9.784183373E0
1.465870721E1,2.567160464E-1,6.632982033E-1,9.784182789E0
1.466872621E1,2.568021283E-1,6.633568217E-1,9.784176357E0
1.467874521E1,2.568327714E-1,6.634758125E-1,9.784167586E0
1.468876421E1,2.568791289E-1,6.635538729E-1,9.784161154E0
1.469878321E1,2.569311691E-1,6.635350887E-1,9.784161154E0
1.470880221E1,2.568561237E-1,6.635241251E-1,9.784163493E0
1.471882121E1,2.568638165E-1,6.635236866E-1,9.784163493E0
1.472884021E1,2.568503679E-1,6.635186434E-1,9.784164078E0
1.473885921E1,2.569727757E-1,6.634813674E-1,9.784163493E0
1.474887921E1,2.570004586E-1,6.635459060E-1,9.784158230E0
1.475889833E1,2.570871253E-1,6.635256600E-1,9.784157646E0
1.476891733E1,2.571151919E-1,6.635948034E-1,9.784152383E0
1.477893633E1,2.571995015E-1,6.636108832E-1,9.784148875E0
1.478895533E1,2.571927224E-1,6.636765182E-1,9.784144782E0
1.479897433E1,2.571674514E-1,6.637172294E-1,9.784142443E0
1.480899333E1,2.571409745E-1,6.637686849E-1,9.784139519E0
1.481901233E1,2.572465898E-1,6.638055224E-1,9.784134257E0
1.482903133E1,2.571695528E-1,6.638613633E-1,9.784132503E0
1.483905133E1,2.571273249E-1,6.639384735E-1,9.784128410E0
1.484907033E1,2.572496596E-1,6.639519951E-1,9.784124317E0
1.485908933E1,2.573091733E-1,6.639905868E-1,9.784120224E0
1.486910833E1,2.572800103E-1,6.639903675E-1,9.784120808E0
1.487912733E1,2.572538258E-1,6.639851781E-1,9.784121978E0
1.488914633E1,2.573190588E-1,6.639873708E-1,9.784120224E0
1.489916533E1,2.572991051E-1,6.640228926E-1,9.784118469E0
1.490918433E1,2.573836157E-1,6.640347333E-1,9.784115546E0
1.491920333E1,2.574311426E-1,6.641051922E-1,9.784109114E0
1.492922333E1,2.575620837E-1,6.641628604E-1,9.784102097E0
1.493924233E1,2.575330303E-1,6.641138899E-1,9.784106190E0
1.494926133E1,2.576639714E-1,6.640957636E-1,9.784103851E0
1.495928033E1,2.576208299E-1,6.640467931E-1,9.784107944E0
1.496929933E1,2.575646601E-1,6.640434310E-1,9.784109699E0
1.497931833E1,2.574218236E-1,6.639839356E-1,9.784117885E0
1.498933733E1,2.599789389E-1,6.647017544E-1,9.784001525E0
1.499935633E1,2.582751333E-1,6.628047714E-1,9.784175187E0
1.500937533E1,2.560625469E-1,6.648000607E-1,9.784098004E0
1.501939433E1,2.598568965E-1,6.633888352E-1,9.784093911E0
1.502941433E1,2.571597221E-1,6.646139731E-1,9.784081632E0
1.503943333E1,2.590962103E-1,6.636501326E-1,9.784096250E0
1.504945233E1,2.580417198E-1,6.643066288E-1,9.784079293E0
1.505947133E1,2.587548426E-1,6.637687580E-1,9.784097419E0
1.506949033E1,2.585827334E-1,6.639969456E-1,9.784086310E0
1.507950933E1,2.585971870E-1,6.639609852E-1,9.784088064E0
1.508952833E1,2.589453704E-1,6.638013563E-1,9.784089818E0
1.509954733E1,2.585478877E-1,6.635567234E-1,9.784116715E0
1.510956633E1,2.588280972E-1,6.636743986E-1,9.784101512E0
1.511958633E1,2.587340119E-1,6.637060466E-1,9.784102097E0
1.512960533E1,2.584732443E-1,6.637560403E-1,9.784105605E0
1.513962433E1,2.591827857E-1,6.637702929E-1,9.784085725E0
1.514964333E1,2.586581625E-1,6.638220408E-1,9.784096250E0
1.515966233E1,2.588120722E-1,6.636879203E-1,9.784100928E0
1.516968133E1,2.589894986E-1,6.636522523E-1,9.784098589E0
1.517970033E1,2.588231636E-1,6.636838272E-1,9.784100928E0
1.518971933E1,2.587296264E-1,6.636490363E-1,9.784106190E0
1.519973833E1,2.591222852E-1,6.636377804E-1,9.784096250E0
1.520975833E1,2.591164380E-1,6.636516675E-1,9.784095665E0
1.521977733E1,2.588955595E-1,6.637855688E-1,9.784092157E0
1.522979633E1,2.592431399E-1,6.637033423E-1,9.784088649E0
1.523981533E1,2.591764451E-1,6.636432622E-1,9.784094496E0
1.524983433E1,2.590837667E-1,6.636194348E-1,9.784098589E0
1.525985333E1,2.592967333E-1,6.636019662E-1,9.784093911E0
1.526987233E1,2.593281255E-1,6.635655673E-1,9.784095665E0
1.527989133E1,2.592360136E-1,6.637702198E-1,9.784084556E0
1.528991033E1,2.593085556E-1,6.636753488E-1,9.784088649E0
1.529993033E1,2.590939811E-1,6.636885050E-1,9.784093326E0
1.530994933E1,2.591976595E-1,6.637219072E-1,9.784088649E0
1.531996833E1,2.590840225E-1,6.638060340E-1,9.784085725E0
1.532998733E1,2.591943522E-1,6.637254886E-1,9.784088649E0
1.534000633E1,2.591916113E-1,6.637453692E-1,9.784086894E0
1.535002533E1,2.592217245E-1,6.636792956E-1,9.784090987E0
1.536004433E1,2.591309282E-1,6.636345644E-1,9.784096250E0
1.537006333E1,2.592265850E-1,6.637430303E-1,9.784086310E0
1.538008233E1,2.592131546E-1,6.638129776E-1,9.784082217E0
1.539010233E1,2.591590313E-1,6.639463672E-1,9.784074615E0
1.540012133E1,2.592773278E-1,6.638593168E-1,9.784076954E0
1.541014033E1,2.593078613E-1,6.639570384E-1,9.784069937E0
1.542015933E1,2.591725530E-1,6.640321020E-1,9.784068183E0
1.543017833E1,2.591180095E-1,6.640635308E-1,9.784067599E0
1.544019733E1,2.591909169E-1,6.640361951E-1,9.784067599E0
1.545021633E1,2.587923013E-1,6.640771256E-1,9.784075200E0
1.546023533E1,2.588814896E-1,6.641692192E-1,9.784066429E0
1.547025433E1,2.590876770E-1,6.641271193E-1,9.784064090E0
1.548027433E1,2.587755819E-1,6.642535653E-1,9.784063506E0
1.549029333E1,2.588033014E-1,6.641925350E-1,9.784067014E0
1.550031233E1,2.584959571E-1,6.643531872E-1,9.784064090E0
1.551033133E1,2.586973023E-1,6.643086753E-1,9.784061751E0
1.552035033E1,2.584624818E-1,6.644234269E-1,9.784060582E0
1.553036933E1,2.586159529E-1,6.644834340E-1,9.784052396E0
1.554038833E1,2.585492947E-1,6.645773549E-1,9.784047718E0
1.555040733E1,2.587256065E-1,6.646033750E-1,9.784041286E0
1.556042633E1,2.588564928E-1,6.646412357E-1,9.784035439E0
1.557044633E1,2.588088379E-1,6.646634551E-1,9.784034854E0
1.558046533E1,2.589343704E-1,6.645979663E-1,9.784036024E0
1.559048433E1,2.588354245E-1,6.646853822E-1,9.784032515E0
1.560050333E1,2.588080888E-1,6.646110494E-1,9.784038363E0
1.561052233E1,2.588501156E-1,6.645737004E-1,9.784040117E0
1.562054133E1,2.588134974E-1,6.645242914E-1,9.784044210E0
1.563056033E1,2.588081253E-1,6.646451095E-1,9.784036024E0
1.564057933E1,2.588839016E-1,6.646735416E-1,9.784032515E0
1.565059833E1,2.587884275E-1,6.647201731E-1,9.784031931E0
1.566061833E1,2.586079130E-1,6.647294556E-1,9.784036024E0
1.567063733E1,2.585463893E-1,6.648233765E-1,9.784031346E0
1.568065633E1,2.585135718E-1,6.648247652E-1,9.784031931E0
1.569067533E1,2.583394710E-1,6.648740280E-1,9.784033100E0
1.570069433E1,2.583548930E-1,6.648886460E-1,9.784031931E0
1.571071333E1,2.581580063E-1,6.649896567E-1,9.784030176E0
1.572073233E1,2.579810915E-1,6.651076242E-1,9.784026668E0
1.573075133E1,2.578649694E-1,6.651751596E-1,9.784024914E0
1.574077033E1,2.578667601E-1,6.651935783E-1,9.784023744E0
1.575079033E1,2.577741366E-1,6.652607482E-1,9.784021990E0
1.576080900E1,2.576308433E-1,6.653651941E-1,9.784018482E0
1.577082800E1,2.575922882E-1,6.652236915E-1,9.784029007E0
1.578084700E1,2.575849974E-1,6.652008873E-1,9.784030761E0
1.579086600E1,2.575584291E-1,6.652003026E-1,9.784031346E0
1.580088500E1,2.574440613E-1,6.653545229E-1,9.784023744E0
1.581090400E1,2.576123880E-1,6.653093532E-1,9.784022575E0
1.582092300E1,2.574103301E-1,6.653463368E-1,9.784025499E0
1.583094200E1,2.573458646E-1,6.652384557E-1,9.784034269E0
1.584096200E1,2.572815269E-1,6.652456185E-1,9.784035439E0
1.585098100E1,2.573148378E-1,6.652478843E-1,9.784034854E0
1.586100000E1,2.572385134E-1,6.652198177E-1,9.784038363E0
1.587101900E1,2.571775196E-1,6.652180635E-1,9.784040117E0
1.588103800E1,2.572756797E-1,6.652331932E-1,9.784036608E0
1.589105700E1,2.573260937E-1,6.653439248E-1,9.784027838E0
1.590107600E1,2.573424476E-1,6.653286490E-1,9.784028422E0
1.591109500E1,2.573475639E-1,6.653474332E-1,9.784027253E0
1.592111400E1,2.573122431E-1,6.653369813E-1,9.784028422E0
1.593113400E1,2.573459194E-1,6.654010083E-1,9.784023160E0
1.594115300E1,2.572683342E-1,6.654645237E-1,9.784021406E0
1.595117200E1,2.573684129E-1,6.654001312E-1,9.784023160E0
1.596119100E1,2.573718299E-1,6.653905564E-1,9.784023744E0
1.597121000E1,2.573463214E-1,6.652870607E-1,9.784031346E0
1.598122900E1,2.572340366E-1,6.653014594E-1,9.784033100E0
1.599124800E1,2.572399752E-1,6.652624293E-1,9.784035439E0
1.600126700E1,2.571650394E-1,6.652910806E-1,9.784035439E0
1.601128600E1,2.572345117E-1,6.652892534E-1,9.784033685E0
1.602130600E1,2.573133577E-1,6.653678253E-1,9.784026668E0
1.603132500E1,2.573224392E-1,6.653980847E-1,9.784024329E0
1.604134400E1,2.573110006E-1,6.654384305E-1,9.784021990E0
1.605136300E1,2.573377516E-1,6.655535475E-1,9.784013219E0
1.606138200E1,2.573695275E-1,6.655880461E-1,9.784010296E0
1.607140100E1,2.573063045E-1,6.656573356E-1,9.784006788E0
1.608142000E1,2.574412107E-1,6.656612094E-1,9.784003279E0
1.609143900E1,2.574358203E-1,6.656974621E-1,9.784000940E0
1.610145800E1,2.574780665E-1,6.657263327E-1,9.783998017E0
1.611147800E1,2.574093434E-1,6.657869245E-1,9.783995678E0
1.612149700E1,2.574622059E-1,6.658091439E-1,9.783992754E0
1.613151600E1,2.574921363E-1,6.658589184E-1,9.783988661E0
1.614153500E1,2.575880307E-1,6.658772640E-1,9.783984568E0
1.615155400E1,2.576319579E-1,6.657777151E-1,9.783990415E0
1.616157300E1,2.576868486E-1,6.657573230E-1,9.783990415E0
1.617159200E1,2.577474404E-1,6.657272098E-1,9.783990415E0
1.618161100E1,2.577057059E-1,6.657856820E-1,9.783988076E0
1.619163000E1,2.578141717E-1,6.657057944E-1,9.783990415E0
1.620165000E1,2.577472759E-1,6.657272098E-1,9.783990415E0
1.621166900E1,2.576965331E-1,6.656578472E-1,9.783996847E0
1.622168800E1,2.576549630E-1,6.655971824E-1,9.784002110E0
1.623170700E1,2.576891144E-1,6.655453614E-1,9.784004449E0
1.624172600E1,2.577458324E-1,6.655919199E-1,9.783999771E0
1.625174500E1,2.577912762E-1,6.656143586E-1,9.783997432E0
1.626176400E1,2.577931035E-1,6.656088768E-1,9.783997432E0
1.627178300E1,2.578070089E-1,6.656443255E-1,9.783994508E0
1.628180200E1,2.578380540E-1,6.656487110E-1,9.783993339E0
1.629182200E1,2.578140438E-1,6.656678606E-1,9.783992754E0
1.630184100E1,2.578407218E-1,6.656873757E-1,9.783991000E0
1.631186000E1,2.578068445E-1,6.657663131E-1,9.783986322E0
1.632187900E1,2.577823410E-1,6.657955492E-1,9.783985153E0
1.633189800E1,2.577430915E-1,6.658304863E-1,9.783983983E0
1.634191700E1,2.577793077E-1,6.658543137E-1,9.783981060E0
1.635193600E1,2.577531780E-1,6.658899817E-1,9.783979306E0
1.636195500E1,2.578087631E-1,6.659478691E-1,9.783974043E0
