"Time t (s)","Acceleration x (g)","Acceleration y (g)","Acceleration z (g)","Absolute Acceleration (g)"
8.784999847E0,-2.221679688E-2,2.612304688E-2,9.937744141E-1,9.943659306E-1
8.795000076E0,-2.148437500E-2,2.551269531E-2,9.935302734E-1,9.940899611E-1
8.805000305E0,-2.099609375E-2,2.526855469E-2,9.932861328E-1,9.938293099E-1
8.814999580E0,-2.014160156E-2,2.539062500E-2,9.930419922E-1,9.935707450E-1
8.824999809E0,-2.014160156E-2,2.563476562E-2,9.931640625E-1,9.936990142E-1
8.836000443E0,-2.087402344E-2,2.514648438E-2,9.934082031E-1,9.939456582E-1
8.845999718E0,-2.111816406E-2,2.416992188E-2,9.932861328E-1,9.938045740E-1
8.855999947E0,-2.062988281E-2,2.416992188E-2,9.937744141E-1,9.942823648E-1
8.866000175E0,-2.111816406E-2,2.441406250E-2,9.938964844E-1,9.944205284E-1
8.876000404E0,-2.148437500E-2,2.355957031E-2,9.932861328E-1,9.937977791E-1
8.885999680E0,-2.160644531E-2,2.307128906E-2,9.935302734E-1,9.940329790E-1
8.895999908E0,-2.258300781E-2,2.343750000E-2,9.947509766E-1,9.952833056E-1
8.906999588E0,-2.270507812E-2,2.343750000E-2,9.954833984E-1,9.960181117E-1
8.916999817E0,-2.282714844E-2,2.368164062E-2,9.951171875E-1,9.956606627E-1
8.927000046E0,-2.319335938E-2,2.453613281E-2,9.940185547E-1,9.945917726E-1
8.937000275E0,-2.331542969E-2,2.575683594E-2,9.927978516E-1,9.934055805E-1
8.946999550E0,-2.392578125E-2,2.648925781E-2,9.926757812E-1,9.933173656E-1
8.956999779E0,-2.429199219E-2,2.600097656E-2,9.936523438E-1,9.942892790E-1
8.967000008E0,-2.380371094E-2,2.502441406E-2,9.938964844E-1,9.944964051E-1
8.977000237E0,-2.307128906E-2,2.441406250E-2,9.937744141E-1,9.943419695E-1
9.027000427E0,-2.160644531E-2,2.587890625E-2,9.923095703E-1,9.928820729E-1
9.038000107E0,-2.136230469E-2,2.587890625E-2,9.929199219E-1,9.934868217E-1
9.048000336E0,-2.075195312E-2,2.502441406E-2,9.932861328E-1,9.938179851E-1
9.057999611E0,-2.062988281E-2,2.404785156E-2,9.931640625E-1,9.936693311E-1
9.067999840E0,-2.014160156E-2,2.368164062E-2,9.937744141E-1,9.942605495E-1
9.079000473E0,-1.989746094E-2,2.404785156E-2,9.946289062E-1,9.951184988E-1
9.088999748E0,-2.062988281E-2,2.502441406E-2,9.946289062E-1,9.951575398E-1
9.098999977E0,-2.160644531E-2,2.490234375E-2,9.947509766E-1,9.952971935E-1
9.109000206E0,-2.221679688E-2,2.355957031E-2,9.951171875E-1,9.956439137E-1
9.119999886E0,-2.246093750E-2,2.307128906E-2,9.949951172E-1,9.955160022E-1
9.130000114E0,-2.246093750E-2,2.368164062E-2,9.947509766E-1,9.952862859E-1
9.140000343E0,-2.294921875E-2,2.465820312E-2,9.951171875E-1,9.956871271E-1
9.149999619E0,-2.355957031E-2,2.551269531E-2,9.949951172E-1,9.956009388E-1
9.159999847E0,-2.392578125E-2,2.575683594E-2,9.940185547E-1,9.946399927E-1
9.170000076E0,-2.392578125E-2,2.612304688E-2,9.934082031E-1,9.940395951E-1
9.180000305E0,-2.355957031E-2,2.673339844E-2,9.935302734E-1,9.941690564E-1
9.189999580E0,-2.368164062E-2,2.661132812E-2,9.938964844E-1,9.945346713E-1
9.199999809E0,-2.392578125E-2,2.575683594E-2,9.937744141E-1,9.943960309E-1
9.211000443E0,-2.368164062E-2,2.526855469E-2,9.936523438E-1,9.942556620E-1
9.220999718E0,-2.331542969E-2,2.514648438E-2,9.941406250E-1,9.947319031E-1
9.230999947E0,-2.270507812E-2,2.502441406E-2,9.948730469E-1,9.954466820E-1
9.241000175E0,-2.160644531E-2,2.490234375E-2,9.945068359E-1,9.950531721E-1
9.251000404E0,-2.062988281E-2,2.465820312E-2,9.936523438E-1,9.941723347E-1
9.260999680E0,-2.026367188E-2,2.380371094E-2,9.935302734E-1,9.940219522E-1
9.281999588E0,-2.136230469E-2,2.246093750E-2,9.926757812E-1,9.931596518E-1
9.312000275E0,-2.111816406E-2,2.307128906E-2,9.936523438E-1,9.941444993E-1
9.321999550E0,-2.111816406E-2,2.453613281E-2,9.940185547E-1,9.945455790E-1
9.331999779E0,-2.099609375E-2,2.526855469E-2,9.937744141E-1,9.943172932E-1
9.342000008E0,-2.111816406E-2,2.539062500E-2,9.937744141E-1,9.943230152E-1
9.352000237E0,-2.136230469E-2,2.526855469E-2,9.938964844E-1,9.944471121E-1
9.362000465E0,-2.185058594E-2,2.490234375E-2,9.940185547E-1,9.945704937E-1
9.371999741E0,-2.258300781E-2,2.526855469E-2,9.938964844E-1,9.944741130E-1
9.392000198E0,-2.307128906E-2,2.624511719E-2,9.935302734E-1,9.941446185E-1
9.402999878E0,-2.282714844E-2,2.624511719E-2,9.935302734E-1,9.941389561E-1
9.413999557E0,-2.258300781E-2,2.587890625E-2,9.935302734E-1,9.941238165E-1
9.423000336E0,-2.270507812E-2,2.563476562E-2,9.929199219E-1,9.935102463E-1
9.432999611E0,-2.282714844E-2,2.551269531E-2,9.926757812E-1,9.932659268E-1
9.442999840E0,-2.282714844E-2,2.478027344E-2,9.932861328E-1,9.938573837E-1
9.454000473E0,-2.355957031E-2,2.368164062E-2,9.941406250E-1,9.947016835E-1
9.463999748E0,-2.416992188E-2,2.307128906E-2,9.943847656E-1,9.949460030E-1
9.494999886E0,-2.197265625E-2,2.331542969E-2,9.945068359E-1,9.950227141E-1
9.505000114E0,-2.185058594E-2,2.441406250E-2,9.942626953E-1,9.948024154E-1
9.524999619E0,-2.172851562E-2,2.490234375E-2,9.938964844E-1,9.944458008E-1
9.534999847E0,-2.160644531E-2,2.453613281E-2,9.942626953E-1,9.948000908E-1
9.545000076E0,-2.172851562E-2,2.490234375E-2,9.943847656E-1,9.949338436E-1
9.555000305E0,-2.221679688E-2,2.587890625E-2,9.937744141E-1,9.943595529E-1
9.565999985E0,-2.246093750E-2,2.636718750E-2,9.935302734E-1,9.941338301E-1
9.586000443E0,-2.148437500E-2,2.478027344E-2,9.941406250E-1,9.946814775E-1
9.595999718E0,-2.026367188E-2,2.514648438E-2,9.941406250E-1,9.946650267E-1
9.604999542E0,-1.806640625E-2,2.429199219E-2,9.941406250E-1,9.946014881E-1
9.614999771E0,-1.916503906E-2,2.331542969E-2,9.940185547E-1,9.944766164E-1
9.626000404E0,-2.392578125E-2,2.368164062E-2,9.935302734E-1,9.941004515E-1
9.635999680E0,-2.783203125E-2,2.478027344E-2,9.926757812E-1,9.933750033E-1
9.645999908E0,-2.844238281E-2,2.600097656E-2,9.940185547E-1,9.947652817E-1
9.656000137E0,-2.539062500E-2,2.661132812E-2,9.952392578E-1,9.959186912E-1
9.666000366E0,-2.197265625E-2,2.624511719E-2,9.947509766E-1,9.953396916E-1
9.675999641E0,-2.038574219E-2,2.600097656E-2,9.943847656E-1,9.949334860E-1
9.717000008E0,-2.392578125E-2,2.526855469E-2,9.934082031E-1,9.940174818E-1
9.727000237E0,-2.429199219E-2,2.453613281E-2,9.921875000E-1,9.927880764E-1
9.737000465E0,-2.319335938E-2,2.514648438E-2,9.918212891E-1,9.924110770E-1
9.748000145E0,-2.111816406E-2,2.624511719E-2,9.931640625E-1,9.937351942E-1
9.758000374E0,-2.001953125E-2,2.648925781E-2,9.953613281E-1,9.959149957E-1
9.767999649E0,-1.953125000E-2,2.539062500E-2,9.952392578E-1,9.957546592E-1
9.777999878E0,-1.989746094E-2,2.355957031E-2,9.934082031E-1,9.938867092E-1
9.788000107E0,-1.989746094E-2,2.233886719E-2,9.925537109E-1,9.930044413E-1
9.798000336E0,-1.904296875E-2,2.221679688E-2,9.937744141E-1,9.942051172E-1
9.807999611E0,-1.928710938E-2,2.221679688E-2,9.942626953E-1,9.946978688E-1
9.817999840E0,-2.062988281E-2,2.185058594E-2,9.930419922E-1,9.934965968E-1
9.828000069E0,-2.185058594E-2,2.233886719E-2,9.926757812E-1,9.931675196E-1
9.838999748E0,-2.148437500E-2,2.429199219E-2,9.937744141E-1,9.943034053E-1
9.848999977E0,-2.001953125E-2,2.600097656E-2,9.953613281E-1,9.959021211E-1
9.899999619E0,-2.380371094E-2,2.465820312E-2,9.932861328E-1,9.938772321E-1
9.920000076E0,-2.539062500E-2,2.453613281E-2,9.937744141E-1,9.944014549E-1
9.930999756E0,-2.551269531E-2,2.453613281E-2,9.940185547E-1,9.946485758E-1
9.940999985E0,-2.429199219E-2,2.551269531E-2,9.953613281E-1,9.959844947E-1
9.951000214E0,-2.258300781E-2,2.734375000E-2,9.959716797E-1,9.966028333E-1
9.961000443E0,-2.160644531E-2,2.832031250E-2,9.947509766E-1,9.953885674E-1
9.991999626E0,-2.258300781E-2,2.416992188E-2,9.923095703E-1,9.928607345E-1
1.000100040E1,-2.270507812E-2,2.307128906E-2,9.940185547E-1,9.945454597E-1
1.001200008E1,-2.258300781E-2,2.294921875E-2,9.956054688E-1,9.961259365E-1
1.002099991E1,-2.209472656E-2,2.343750000E-2,9.951171875E-1,9.956383705E-1
1.003100014E1,-2.160644531E-2,2.331542969E-2,9.934082031E-1,9.939166307E-1
1.004100037E1,-2.111816406E-2,2.319335938E-2,9.932861328E-1,9.937812686E-1
1.005200005E1,-2.038574219E-2,2.368164062E-2,9.937744141E-1,9.942655563E-1
1.006200027E1,-1.953125000E-2,2.429199219E-2,9.947509766E-1,9.952391982E-1
1.007199955E1,-1.965332031E-2,2.478027344E-2,9.952392578E-1,9.957416654E-1
1.008199978E1,-2.026367188E-2,2.453613281E-2,9.951171875E-1,9.956258535E-1
1.009200001E1,-2.075195312E-2,2.416992188E-2,9.949951172E-1,9.955049753E-1
1.010200024E1,-2.197265625E-2,2.429199219E-2,9.947509766E-1,9.952901006E-1
1.011200047E1,-2.282714844E-2,2.404785156E-2,9.942626953E-1,9.948154092E-1
1.012300014E1,-2.331542969E-2,2.380371094E-2,9.932861328E-1,9.938448668E-1
1.013300037E1,-2.343750000E-2,2.441406250E-2,9.924316406E-1,9.930084944E-1
1.014299965E1,-2.331542969E-2,2.575683594E-2,9.924316406E-1,9.930395484E-1
1.015299988E1,-2.307128906E-2,2.673339844E-2,9.934082031E-1,9.940356016E-1
1.016300011E1,-2.368164062E-2,2.722167969E-2,9.941406250E-1,9.947951436E-1
1.017399979E1,-2.465820312E-2,2.685546875E-2,9.943847656E-1,9.950529337E-1
1.018299961E1,-2.551269531E-2,2.648925781E-2,9.947509766E-1,9.954305887E-1
1.019400024E1,-2.575683594E-2,2.648925781E-2,9.949951172E-1,9.956808686E-1
1.020400047E1,-2.551269531E-2,2.612304688E-2,9.945068359E-1,9.951769710E-1
1.021399975E1,-2.465820312E-2,2.539062500E-2,9.936523438E-1,9.942824841E-1
1.022399998E1,-2.355957031E-2,2.453613281E-2,9.929199219E-1,9.935024381E-1
1.023400021E1,-2.246093750E-2,2.416992188E-2,9.926757812E-1,9.932239652E-1
1.024400043E1,-2.148437500E-2,2.416992188E-2,9.929199219E-1,9.934464097E-1
1.025500011E1,-2.075195312E-2,2.429199219E-2,9.938964844E-1,9.944098592E-1
1.026399994E1,-2.087402344E-2,2.404785156E-2,9.942626953E-1,9.947724938E-1
1.028499985E1,-2.111816406E-2,2.270507812E-2,9.935302734E-1,9.940140247E-1
1.029500008E1,-2.124023438E-2,2.221679688E-2,9.934082031E-1,9.938836098E-1
1.030500031E1,-2.124023438E-2,2.282714844E-2,9.930419922E-1,9.935314059E-1
1.031599998E1,-2.111816406E-2,2.441406250E-2,9.930419922E-1,9.935665131E-1
1.032600021E1,-2.111816406E-2,2.539062500E-2,9.931640625E-1,9.937130213E-1
1.033500004E1,-2.087402344E-2,2.575683594E-2,9.931640625E-1,9.937172532E-1
1.034500027E1,-2.062988281E-2,2.624511719E-2,9.938964844E-1,9.944569468E-1
1.035499954E1,-2.111816406E-2,2.648925781E-2,9.947509766E-1,9.953276515E-1
1.036600018E1,-2.233886719E-2,2.624511719E-2,9.948730469E-1,9.954698682E-1
1.037600040E1,-2.294921875E-2,2.526855469E-2,9.943847656E-1,9.949704409E-1
1.038599968E1,-2.282714844E-2,2.441406250E-2,9.934082031E-1,9.939703345E-1
1.039599991E1,-2.331542969E-2,2.404785156E-2,9.926757812E-1,9.932407141E-1
1.044699955E1,-2.380371094E-2,2.441406250E-2,9.936523438E-1,9.942372441E-1
1.045699978E1,-2.392578125E-2,2.416992188E-2,9.938964844E-1,9.944781661E-1
1.046800041E1,-2.404785156E-2,2.441406250E-2,9.938964844E-1,9.944871068E-1
1.047799969E1,-2.368164062E-2,2.490234375E-2,9.938964844E-1,9.944903851E-1
1.048799992E1,-2.331542969E-2,2.478027344E-2,9.942626953E-1,9.948446751E-1
1.049800014E1,-2.233886719E-2,2.392578125E-2,9.942626953E-1,9.948014021E-1
1.050800037E1,-2.075195312E-2,2.380371094E-2,9.943847656E-1,9.948861003E-1
1.051799965E1,-2.001953125E-2,2.453613281E-2,9.949951172E-1,9.954988956E-1
1.052799988E1,-2.038574219E-2,2.502441406E-2,9.947509766E-1,9.952744842E-1
1.053800011E1,-2.087402344E-2,2.490234375E-2,9.937744141E-1,9.943054914E-1
1.054800034E1,-2.148437500E-2,2.441406250E-2,9.923095703E-1,9.928423166E-1
1.055900002E1,-2.233886719E-2,2.490234375E-2,9.923095703E-1,9.928733110E-1
1.056900024E1,-2.270507812E-2,2.575683594E-2,9.937744141E-1,9.943674207E-1
1.057900047E1,-2.172851562E-2,2.624511719E-2,9.943847656E-1,9.949683547E-1
1.061900043E1,-2.038574219E-2,2.514648438E-2,9.929199219E-1,9.934474826E-1
1.062899971E1,-2.087402344E-2,2.429199219E-2,9.941406250E-1,9.946564436E-1
1.063899994E1,-2.160644531E-2,2.392578125E-2,9.942626953E-1,9.947851896E-1
1.064999962E1,-2.258300781E-2,2.331542969E-2,9.938964844E-1,9.944263697E-1
1.065999985E1,-2.416992188E-2,2.331542969E-2,9.945068359E-1,9.950736761E-1
1.067000008E1,-2.526855469E-2,2.331542969E-2,9.951171875E-1,9.957109690E-1
1.068000031E1,-2.526855469E-2,2.343750000E-2,9.949951172E-1,9.955918193E-1
1.068999958E1,-2.416992188E-2,2.429199219E-2,9.938964844E-1,9.944870472E-1
1.069999981E1,-2.209472656E-2,2.478027344E-2,9.935302734E-1,9.940848351E-1
1.071100044E1,-2.087402344E-2,2.465820312E-2,9.940185547E-1,9.945434332E-1
1.072099972E1,-2.124023438E-2,2.502441406E-2,9.942626953E-1,9.948043227E-1
1.074199963E1,-2.160644531E-2,2.600097656E-2,9.938964844E-1,9.944712520E-1
1.076200008E1,-2.124023438E-2,2.551269531E-2,9.936523438E-1,9.942067266E-1
1.077099991E1,-2.172851562E-2,2.526855469E-2,9.931640625E-1,9.937230349E-1
1.078100014E1,-2.172851562E-2,2.502441406E-2,9.932861328E-1,9.938388467E-1
1.079100037E1,-2.136230469E-2,2.478027344E-2,9.934082031E-1,9.939467907E-1
1.080099964E1,-2.111816406E-2,2.453613281E-2,9.931640625E-1,9.936915040E-1
1.081200027E1,-2.099609375E-2,2.441406250E-2,9.926757812E-1,9.931979179E-1
1.082199955E1,-2.111816406E-2,2.429199219E-2,9.927978516E-1,9.933195114E-1
1.083199978E1,-2.233886719E-2,2.343750000E-2,9.941406250E-1,9.946677685E-1
1.084300041E1,-2.368164062E-2,2.246093750E-2,9.943847656E-1,9.949203134E-1
1.085299969E1,-2.331542969E-2,2.282714844E-2,9.938964844E-1,9.944319725E-1
1.086200047E1,-2.258300781E-2,2.380371094E-2,9.937744141E-1,9.943159223E-1
1.087199974E1,-2.221679688E-2,2.453613281E-2,9.941406250E-1,9.946914911E-1
1.088199997E1,-2.172851562E-2,2.490234375E-2,9.946289062E-1,9.951778054E-1
1.089299965E1,-2.160644531E-2,2.478027344E-2,9.946289062E-1,9.951721430E-1
1.090299988E1,-2.209472656E-2,2.453613281E-2,9.945068359E-1,9.950547814E-1
1.091300011E1,-2.282714844E-2,2.441406250E-2,9.946289062E-1,9.951903224E-1
1.092399979E1,-2.331542969E-2,2.441406250E-2,9.947509766E-1,9.953236580E-1
1.093299961E1,-2.343750000E-2,2.453613281E-2,9.941406250E-1,9.947195053E-1
1.094400024E1,-2.331542969E-2,2.429199219E-2,9.932861328E-1,9.938566685E-1
1.095400047E1,-2.307128906E-2,2.416992188E-2,9.934082031E-1,9.939699769E-1
1.096399975E1,-2.282714844E-2,2.526855469E-2,9.940185547E-1,9.946016669E-1
1.097399998E1,-2.233886719E-2,2.587890625E-2,9.929199219E-1,9.935082793E-1
1.098400021E1,-2.172851562E-2,2.539062500E-2,9.919433594E-1,9.925061464E-1
1.099400043E1,-2.148437500E-2,2.490234375E-2,9.927978516E-1,9.933424592E-1
1.100500011E1,-2.172851562E-2,2.551269531E-2,9.942626953E-1,9.948272705E-1
1.102499962E1,-2.233886719E-2,2.563476562E-2,9.954833984E-1,9.960639477E-1
1.103499985E1,-2.197265625E-2,2.429199219E-2,9.953613281E-1,9.959001541E-1
1.104500008E1,-2.172851562E-2,2.319335938E-2,9.937744141E-1,9.942824841E-1
1.105500031E1,-2.148437500E-2,2.307128906E-2,9.925537109E-1,9.930542707E-1
1.106599998E1,-2.172851562E-2,2.404785156E-2,9.924316406E-1,9.929606915E-1
1.107600021E1,-2.221679688E-2,2.526855469E-2,9.924316406E-1,9.930018187E-1
1.108600044E1,-2.197265625E-2,2.575683594E-2,9.935302734E-1,9.941069484E-1
1.109599972E1,-2.172851562E-2,2.551269531E-2,9.949951172E-1,9.955592752E-1
1.110599995E1,-2.160644531E-2,2.551269531E-2,9.947509766E-1,9.953126311E-1
1.111600018E1,-2.258300781E-2,2.612304688E-2,9.932861328E-1,9.938861728E-1
1.112600040E1,-2.307128906E-2,2.661132812E-2,9.931640625E-1,9.937883615E-1
1.113599968E1,-2.258300781E-2,2.685546875E-2,9.938964844E-1,9.945156574E-1
1.114700031E1,-2.246093750E-2,2.575683594E-2,9.936523438E-1,9.942398667E-1
1.115699959E1,-2.294921875E-2,2.514648438E-2,9.940185547E-1,9.946013689E-1
1.116699982E1,-2.319335938E-2,2.563476562E-2,9.949951172E-1,9.955954552E-1
1.117700005E1,-2.319335938E-2,2.551269531E-2,9.947509766E-1,9.953483343E-1
1.118700027E1,-2.282714844E-2,2.429199219E-2,9.947509766E-1,9.953093529E-1
1.119699955E1,-2.233886719E-2,2.355957031E-2,9.951171875E-1,9.956466556E-1
1.120699978E1,-2.185058594E-2,2.331542969E-2,9.946289062E-1,9.951420426E-1
1.124699974E1,-2.185058594E-2,2.307128906E-2,9.940185547E-1,9.945263267E-1
1.125800037E1,-2.099609375E-2,2.331542969E-2,9.946289062E-1,9.951236844E-1
1.126799965E1,-2.075195312E-2,2.392578125E-2,9.945068359E-1,9.950110316E-1
1.127799988E1,-2.087402344E-2,2.453613281E-2,9.946289062E-1,9.951504469E-1
1.128800011E1,-2.111816406E-2,2.490234375E-2,9.946289062E-1,9.951646924E-1
1.129800034E1,-2.148437500E-2,2.539062500E-2,9.935302734E-1,9.940868616E-1
1.130900002E1,-2.197265625E-2,2.539062500E-2,9.929199219E-1,9.934875369E-1
1.131900024E1,-2.209472656E-2,2.526855469E-2,9.935302734E-1,9.940971136E-1
1.132900047E1,-2.221679688E-2,2.514648438E-2,9.936523438E-1,9.942187667E-1
1.133899975E1,-2.294921875E-2,2.600097656E-2,9.937744141E-1,9.943793416E-1
1.134899998E1,-2.380371094E-2,2.697753906E-2,9.938964844E-1,9.945474267E-1
1.135900021E1,-2.416992188E-2,2.648925781E-2,9.937744141E-1,9.944211841E-1
1.136900043E1,-2.392578125E-2,2.575683594E-2,9.929199219E-1,9.935420752E-1
1.137899971E1,-2.343750000E-2,2.575683594E-2,9.927978516E-1,9.934084415E-1
1.144099998E1,-2.209472656E-2,2.416992188E-2,9.954833984E-1,9.960218668E-1
1.145100021E1,-2.233886719E-2,2.465820312E-2,9.953613281E-1,9.959172606E-1
1.146100044E1,-2.258300781E-2,2.453613281E-2,9.951171875E-1,9.956757426E-1
1.147000027E1,-2.246093750E-2,2.429199219E-2,9.938964844E-1,9.944469929E-1
1.147999954E1,-2.172851562E-2,2.429199219E-2,9.919433594E-1,9.924786687E-1
1.152099991E1,-2.172851562E-2,2.429199219E-2,9.929199219E-1,9.934546947E-1
1.153100014E1,-2.233886719E-2,2.478027344E-2,9.941406250E-1,9.947003126E-1
1.155099964E1,-2.441406250E-2,2.453613281E-2,9.946289062E-1,9.952309728E-1
1.156200027E1,-2.453613281E-2,2.502441406E-2,9.938964844E-1,9.945141673E-1
1.158199978E1,-2.209472656E-2,2.539062500E-2,9.931640625E-1,9.937342405E-1
1.159200001E1,-2.148437500E-2,2.526855469E-2,9.931640625E-1,9.937177300E-1
1.160200024E1,-2.124023438E-2,2.514648438E-2,9.938964844E-1,9.944413900E-1
1.161299992E1,-2.124023438E-2,2.526855469E-2,9.941406250E-1,9.946885109E-1
1.162300014E1,-2.172851562E-2,2.551269531E-2,9.941406250E-1,9.947052598E-1
1.163300037E1,-2.197265625E-2,2.575683594E-2,9.947509766E-1,9.953269362E-1
1.164299965E1,-2.172851562E-2,2.575683594E-2,9.948730469E-1,9.954435825E-1
1.172399998E1,-2.172851562E-2,2.514648438E-2,9.924316406E-1,9.929879308E-1
1.173499966E1,-2.172851562E-2,2.416992188E-2,9.934082031E-1,9.939396977E-1
1.174499989E1,-2.246093750E-2,2.404785156E-2,9.942626953E-1,9.948070645E-1
1.175500011E1,-2.270507812E-2,2.404785156E-2,9.943847656E-1,9.949346185E-1
1.176500034E1,-2.258300781E-2,2.355957031E-2,9.936523438E-1,9.941881299E-1
1.177499962E1,-2.233886719E-2,2.343750000E-2,9.934082031E-1,9.939357042E-1
1.181599998E1,-2.343750000E-2,2.478027344E-2,9.926757812E-1,9.932615757E-1
1.182600021E1,-2.282714844E-2,2.502441406E-2,9.930419922E-1,9.936195016E-1
1.183600044E1,-2.258300781E-2,2.502441406E-2,9.936523438E-1,9.942238927E-1
1.184599972E1,-2.282714844E-2,2.465820312E-2,9.938964844E-1,9.944643378E-1
1.185599995E1,-2.294921875E-2,2.502441406E-2,9.931640625E-1,9.937443137E-1
1.186600018E1,-2.258300781E-2,2.551269531E-2,9.925537109E-1,9.931383133E-1
1.187600040E1,-2.221679688E-2,2.587890625E-2,9.930419922E-1,9.936275482E-1
1.188599968E1,-2.233886719E-2,2.612304688E-2,9.942626953E-1,9.948566556E-1
1.189700031E1,-2.233886719E-2,2.709960938E-2,9.951171875E-1,9.957367182E-1
1.195800018E1,-2.124023438E-2,2.478027344E-2,9.931640625E-1,9.937002063E-1
1.196800041E1,-2.209472656E-2,2.404785156E-2,9.941406250E-1,9.946768880E-1
1.198799992E1,-2.160644531E-2,2.404785156E-2,9.934082031E-1,9.939340949E-1
1.199800014E1,-2.185058594E-2,2.441406250E-2,9.936523438E-1,9.941923618E-1
1.200800037E1,-2.233886719E-2,2.478027344E-2,9.936523438E-1,9.942122698E-1
1.201799965E1,-2.233886719E-2,2.490234375E-2,9.935302734E-1,9.940933585E-1
1.205799961E1,-2.282714844E-2,2.416992188E-2,9.936523438E-1,9.942083359E-1
1.206900024E1,-2.246093750E-2,2.502441406E-2,9.930419922E-1,9.936111569E-1
1.207900047E1,-2.270507812E-2,2.563476562E-2,9.930419922E-1,9.936322570E-1
1.208899975E1,-2.282714844E-2,2.563476562E-2,9.935302734E-1,9.941230416E-1
1.209899998E1,-2.221679688E-2,2.478027344E-2,9.938964844E-1,9.944535494E-1
1.210900021E1,-2.136230469E-2,2.514648438E-2,9.943847656E-1,9.949320555E-1
1.211999989E1,-2.136230469E-2,2.563476562E-2,9.945068359E-1,9.950665236E-1
1.213000011E1,-2.172851562E-2,2.502441406E-2,9.940185547E-1,9.945708513E-1
1.214000034E1,-2.197265625E-2,2.478027344E-2,9.935302734E-1,9.940820932E-1
1.214999962E1,-2.172851562E-2,2.490234375E-2,9.938964844E-1,9.944458008E-1
1.215999985E1,-2.099609375E-2,2.551269531E-2,9.940185547E-1,9.945675731E-1
1.218099976E1,-2.050781250E-2,2.453613281E-2,9.931640625E-1,9.936787486E-1
1.219099998E1,-2.111816406E-2,2.355957031E-2,9.931640625E-1,9.936679006E-1
1.222099972E1,-2.246093750E-2,2.490234375E-2,9.938964844E-1,9.944620728E-1
1.223099995E1,-2.282714844E-2,2.514648438E-2,9.940185547E-1,9.945985675E-1
1.225199986E1,-2.307128906E-2,2.368164062E-2,9.938964844E-1,9.944462180E-1
1.226200008E1,-2.331542969E-2,2.368164062E-2,9.930419922E-1,9.935979247E-1
1.228199959E1,-2.355957031E-2,2.514648438E-2,9.921875000E-1,9.927856922E-1
1.229199982E1,-2.270507812E-2,2.587890625E-2,9.925537109E-1,9.931505919E-1
1.230200005E1,-2.197265625E-2,2.709960938E-2,9.935302734E-1,9.941426516E-1
1.231200027E1,-2.172851562E-2,2.734375000E-2,9.942626953E-1,9.948759079E-1
1.232199955E1,-2.148437500E-2,2.734375000E-2,9.938964844E-1,9.945046306E-1
1.233199978E1,-2.099609375E-2,2.722167969E-2,9.935302734E-1,9.941248894E-1
1.234200001E1,-2.099609375E-2,2.697753906E-2,9.935302734E-1,9.941182137E-1
1.235200024E1,-2.136230469E-2,2.673339844E-2,9.932861328E-1,9.938754439E-1
1.236299992E1,-2.099609375E-2,2.526855469E-2,9.929199219E-1,9.934632778E-1
1.237300014E1,-2.026367188E-2,2.368164062E-2,9.932861328E-1,9.937750101E-1
1.238300037E1,-2.062988281E-2,2.307128906E-2,9.942626953E-1,9.947443008E-1
1.239400005E1,-2.172851562E-2,2.355957031E-2,9.942626953E-1,9.947791100E-1
1.240400028E1,-2.221679688E-2,2.380371094E-2,9.935302734E-1,9.940636754E-1
1.241399956E1,-2.197265625E-2,2.355957031E-2,9.932861328E-1,9.938084483E-1
1.243400002E1,-2.124023438E-2,2.368164062E-2,9.925537109E-1,9.930633307E-1
1.248400021E1,-2.246093750E-2,2.478027344E-2,9.927978516E-1,9.933610559E-1
1.249400043E1,-2.307128906E-2,2.490234375E-2,9.924316406E-1,9.930120707E-1
1.250399971E1,-2.319335938E-2,2.539062500E-2,9.925537109E-1,9.931492805E-1
1.251399994E1,-2.294921875E-2,2.624511719E-2,9.937744141E-1,9.943857789E-1
1.252400017E1,-2.233886719E-2,2.648925781E-2,9.949951172E-1,9.955983162E-1
1.253499985E1,-2.221679688E-2,2.612304688E-2,9.948730469E-1,9.954639077E-1
1.254500008E1,-2.233886719E-2,2.600097656E-2,9.941406250E-1,9.947314262E-1
1.255500031E1,-2.209472656E-2,2.612304688E-2,9.932861328E-1,9.938752055E-1
1.256499958E1,-2.258300781E-2,2.539062500E-2,9.930419922E-1,9.936231971E-1
1.257600021E1,-2.282714844E-2,2.465820312E-2,9.929199219E-1,9.934883118E-1
1.258600044E1,-2.221679688E-2,2.465820312E-2,9.935302734E-1,9.940845370E-1
1.259599972E1,-2.160644531E-2,2.490234375E-2,9.940185547E-1,9.945651293E-1
1.260599995E1,-2.111816406E-2,2.539062500E-2,9.942626953E-1,9.948109984E-1
1.261699963E1,-2.124023438E-2,2.600097656E-2,9.946289062E-1,9.951953888E-1
1.262699986E1,-2.172851562E-2,2.600097656E-2,9.938964844E-1,9.944739342E-1
1.263599968E1,-2.148437500E-2,2.514648438E-2,9.934082031E-1,9.939586520E-1
1.264599991E1,-2.111816406E-2,2.392578125E-2,9.938964844E-1,9.944086671E-1
1.265600014E1,-2.099609375E-2,2.331542969E-2,9.941406250E-1,9.946356416E-1
1.266600037E1,-2.099609375E-2,2.368164062E-2,9.935302734E-1,9.940342307E-1
