"Time t (s)","Acceleration x (g)","Acceleration y (g)","Acceleration z (g)","Absolute Acceleration (g)"
1.660899925E1,-2.258300781E-2,2.575683594E-2,9.934082031E-1,9.939986467E-1
1.662000084E1,-2.172851562E-2,2.612304688E-2,9.930419922E-1,9.936231375E-1
1.662999916E1,-2.209472656E-2,2.624511719E-2,9.943847656E-1,9.949764013E-1
1.663999939E1,-2.294921875E-2,2.575683594E-2,9.946289062E-1,9.952269793E-1
1.665099907E1,-2.270507812E-2,2.514648438E-2,9.937744141E-1,9.943518043E-1
1.666099930E1,-2.172851562E-2,2.441406250E-2,9.936523438E-1,9.941896796E-1
1.667099953E1,-2.111816406E-2,2.368164062E-2,9.932861328E-1,9.937928319E-1
1.670100021E1,-2.111816406E-2,2.416992188E-2,9.943847656E-1,9.949026108E-1
1.671100044E1,-2.124023438E-2,2.416992188E-2,9.946289062E-1,9.951492548E-1
1.672100067E1,-2.111816406E-2,2.392578125E-2,9.946289062E-1,9.951407313E-1
1.673100090E1,-2.099609375E-2,2.404785156E-2,9.943847656E-1,9.948970675E-1
1.674200058E1,-2.136230469E-2,2.416992188E-2,9.932861328E-1,9.938097596E-1
1.675200081E1,-2.148437500E-2,2.429199219E-2,9.923095703E-1,9.928393364E-1
1.676199913E1,-2.148437500E-2,2.416992188E-2,9.926757812E-1,9.932023883E-1
1.677199936E1,-2.185058594E-2,2.441406250E-2,9.940185547E-1,9.945583940E-1
1.678199959E1,-2.246093750E-2,2.563476562E-2,9.945068359E-1,9.950906634E-1
1.680200005E1,-2.294921875E-2,2.673339844E-2,9.946289062E-1,9.952527285E-1
1.681200027E1,-2.307128906E-2,2.612304688E-2,9.941406250E-1,9.947513938E-1
1.682200050E1,-2.294921875E-2,2.575683594E-2,9.942626953E-1,9.948610067E-1
1.683200073E1,-2.282714844E-2,2.514648438E-2,9.952392578E-1,9.958185554E-1
1.684199905E1,-2.319335938E-2,2.539062500E-2,9.947509766E-1,9.953452349E-1
1.686300087E1,-2.404785156E-2,2.563476562E-2,9.925537109E-1,9.931758642E-1
1.687299919E1,-2.343750000E-2,2.526855469E-2,9.925537109E-1,9.931519032E-1
1.688299942E1,-2.258300781E-2,2.502441406E-2,9.931640625E-1,9.937359095E-1
1.689299965E1,-2.197265625E-2,2.453613281E-2,9.938964844E-1,9.944420457E-1
1.690399933E1,-2.197265625E-2,2.404785156E-2,9.936523438E-1,9.941861629E-1
1.691399956E1,-2.221679688E-2,2.404785156E-2,9.934082031E-1,9.939475656E-1
1.692399979E1,-2.197265625E-2,2.453613281E-2,9.934082031E-1,9.939540625E-1
1.693400002E1,-2.185058594E-2,2.441406250E-2,9.929199219E-1,9.934603572E-1
1.694400024E1,-2.233886719E-2,2.368164062E-2,9.930419922E-1,9.935755134E-1
1.695400047E1,-2.209472656E-2,2.331542969E-2,9.938964844E-1,9.944154024E-1
1.696400070E1,-2.185058594E-2,2.343750000E-2,9.943847656E-1,9.949009418E-1
1.697400093E1,-2.185058594E-2,2.404785156E-2,9.941406250E-1,9.946714640E-1
1.698500061E1,-2.172851562E-2,2.441406250E-2,9.936523438E-1,9.941896796E-1
1.699500084E1,-2.148437500E-2,2.453613281E-2,9.937744141E-1,9.943094254E-1
1.700699997E1,-2.172851562E-2,2.514648438E-2,9.938964844E-1,9.944519401E-1
1.701499939E1,-2.221679688E-2,2.575683594E-2,9.942626953E-1,9.948443770E-1
1.702499962E1,-2.246093750E-2,2.600097656E-2,9.942626953E-1,9.948561788E-1
1.703599930E1,-2.246093750E-2,2.624511719E-2,9.937744141E-1,9.943746328E-1
1.704599953E1,-2.209472656E-2,2.648925781E-2,9.934082031E-1,9.940068722E-1
1.705599976E1,-2.185058594E-2,2.648925781E-2,9.934082031E-1,9.940015078E-1
1.706599998E1,-2.172851562E-2,2.624511719E-2,9.935302734E-1,9.941143394E-1
1.707600021E1,-2.124023438E-2,2.600097656E-2,9.941406250E-1,9.947074056E-1
1.708600044E1,-2.087402344E-2,2.539062500E-2,9.940185547E-1,9.945618510E-1
1.709700012E1,-2.136230469E-2,2.490234375E-2,9.935302734E-1,9.940718412E-1
1.710600090E1,-2.197265625E-2,2.429199219E-2,9.932861328E-1,9.938260317E-1
1.711599922E1,-2.160644531E-2,2.343750000E-2,9.926757812E-1,9.931874871E-1
1.712599945E1,-2.099609375E-2,2.282714844E-2,9.918212891E-1,9.923061132E-1
1.713599968E1,-2.172851562E-2,2.246093750E-2,9.916992188E-1,9.921914935E-1
1.715699959E1,-2.307128906E-2,2.282714844E-2,9.937744141E-1,9.943042397E-1
1.716699982E1,-2.258300781E-2,2.307128906E-2,9.949951172E-1,9.955187440E-1
1.717700005E1,-2.307128906E-2,2.294921875E-2,9.954833984E-1,9.960151315E-1
1.718799973E1,-2.355957031E-2,2.282714844E-2,9.945068359E-1,9.950477481E-1
1.719799995E1,-2.319335938E-2,2.331542969E-2,9.934082031E-1,9.939523935E-1
1.720800018E1,-2.221679688E-2,2.429199219E-2,9.926757812E-1,9.932214618E-1
1.724799919E1,-2.185058594E-2,2.673339844E-2,9.938964844E-1,9.944960475E-1
1.725799942E1,-2.209472656E-2,2.648925781E-2,9.934082031E-1,9.940068722E-1
1.726799965E1,-2.221679688E-2,2.648925781E-2,9.937744141E-1,9.943755865E-1
1.727899933E1,-2.221679688E-2,2.624511719E-2,9.938964844E-1,9.944911599E-1
1.728899956E1,-2.221679688E-2,2.612304688E-2,9.938964844E-1,9.944879413E-1
1.729899979E1,-2.197265625E-2,2.624511719E-2,9.934082031E-1,9.939976931E-1
1.730900002E1,-2.160644531E-2,2.551269531E-2,9.929199219E-1,9.934825897E-1
1.731900024E1,-2.197265625E-2,2.441406250E-2,9.932861328E-1,9.938290715E-1
1.732900047E1,-2.209472656E-2,2.392578125E-2,9.940185547E-1,9.945518970E-1
1.737000084E1,-2.136230469E-2,2.355957031E-2,9.934082031E-1,9.939171076E-1
1.737999916E1,-2.197265625E-2,2.355957031E-2,9.937744141E-1,9.942964315E-1
1.738999939E1,-2.270507812E-2,2.392578125E-2,9.938964844E-1,9.944436550E-1
1.740099907E1,-2.282714844E-2,2.465820312E-2,9.940185547E-1,9.945863485E-1
1.741099930E1,-2.221679688E-2,2.526855469E-2,9.945068359E-1,9.950758219E-1
1.742099953E1,-2.209472656E-2,2.478027344E-2,9.943847656E-1,9.949388504E-1
1.743099976E1,-2.270507812E-2,2.404785156E-2,9.932861328E-1,9.938365817E-1
1.744099998E1,-2.307128906E-2,2.380371094E-2,9.931640625E-1,9.937171340E-1
1.748100090E1,-2.197265625E-2,2.490234375E-2,9.935302734E-1,9.940851927E-1
1.749200058E1,-2.221679688E-2,2.453613281E-2,9.936523438E-1,9.942035079E-1
1.750200081E1,-2.258300781E-2,2.453613281E-2,9.932861328E-1,9.938457608E-1
1.751099968E1,-2.258300781E-2,2.429199219E-2,9.934082031E-1,9.939617515E-1
1.753199959E1,-2.185058594E-2,2.429199219E-2,9.947509766E-1,9.952874184E-1
1.754299927E1,-2.136230469E-2,2.343750000E-2,9.942626953E-1,9.947683215E-1
1.755200005E1,-2.136230469E-2,2.368164062E-2,9.943847656E-1,9.948961139E-1
1.756200027E1,-2.221679688E-2,2.429199219E-2,9.941406250E-1,9.946855307E-1
1.757200050E1,-2.294921875E-2,2.563476562E-2,9.935302734E-1,9.941258430E-1
1.758200073E1,-2.270507812E-2,2.636718750E-2,9.941406250E-1,9.947493672E-1
1.760300064E1,-2.160644531E-2,2.539062500E-2,9.952392578E-1,9.957975149E-1
1.761300087E1,-2.148437500E-2,2.478027344E-2,9.949951172E-1,9.955354929E-1
1.762299919E1,-2.246093750E-2,2.416992188E-2,9.941406250E-1,9.946880341E-1
1.763299942E1,-2.307128906E-2,2.441406250E-2,9.937744141E-1,9.943419695E-1
1.764299965E1,-2.282714844E-2,2.429199219E-2,9.937744141E-1,9.943333268E-1
1.765299988E1,-2.258300781E-2,2.441406250E-2,9.938964844E-1,9.944527149E-1
1.766300011E1,-2.270507812E-2,2.502441406E-2,9.937744141E-1,9.943487048E-1
1.767399979E1,-2.307128906E-2,2.502441406E-2,9.934082031E-1,9.939911366E-1
1.768400002E1,-2.294921875E-2,2.465820312E-2,9.936523438E-1,9.942231774E-1
1.769400024E1,-2.258300781E-2,2.416992188E-2,9.937744141E-1,9.943248034E-1
1.770400047E1,-2.246093750E-2,2.453613281E-2,9.932861328E-1,9.938429594E-1
1.771500015E1,-2.258300781E-2,2.551269531E-2,9.937744141E-1,9.943583012E-1
1.772500038E1,-2.246093750E-2,2.587890625E-2,9.945068359E-1,9.950969815E-1
1.773399925E1,-2.233886719E-2,2.600097656E-2,9.935302734E-1,9.941214323E-1
1.774500084E1,-2.246093750E-2,2.587890625E-2,9.925537109E-1,9.931450486E-1
1.776600075E1,-2.233886719E-2,2.478027344E-2,9.942626953E-1,9.948222637E-1
1.777599907E1,-2.148437500E-2,2.478027344E-2,9.938964844E-1,9.944374561E-1
1.778599930E1,-2.148437500E-2,2.490234375E-2,9.930419922E-1,9.935864806E-1
1.779599953E1,-2.160644531E-2,2.453613281E-2,9.931640625E-1,9.937020540E-1
1.780599976E1,-2.136230469E-2,2.404785156E-2,9.935302734E-1,9.940508008E-1
1.781599998E1,-2.111816406E-2,2.429199219E-2,9.937744141E-1,9.942955375E-1
1.782600021E1,-2.136230469E-2,2.490234375E-2,9.937744141E-1,9.943158627E-1
1.783600044E1,-2.185058594E-2,2.490234375E-2,9.930419922E-1,9.935944676E-1
1.787700081E1,-2.319335938E-2,2.416992188E-2,9.953613281E-1,9.959248304E-1
1.789699936E1,-2.246093750E-2,2.416992188E-2,9.924316406E-1,9.929800034E-1
1.790800095E1,-2.258300781E-2,2.441406250E-2,9.919433594E-1,9.925007224E-1
1.791699982E1,-2.294921875E-2,2.453613281E-2,9.932861328E-1,9.938541055E-1
1.792700005E1,-2.294921875E-2,2.441406250E-2,9.941406250E-1,9.947051406E-1
1.793700027E1,-2.221679688E-2,2.429199219E-2,9.941406250E-1,9.946855307E-1
1.794700050E1,-2.197265625E-2,2.441406250E-2,9.938964844E-1,9.944390655E-1
1.796800041E1,-2.160644531E-2,2.551269531E-2,9.929199219E-1,9.934825897E-1
1.798800087E1,-2.014160156E-2,2.697753906E-2,9.954833984E-1,9.960525632E-1
1.799900055E1,-2.087402344E-2,2.722167969E-2,9.954833984E-1,9.960742593E-1
1.801899910E1,-2.258300781E-2,2.685546875E-2,9.942626953E-1,9.948816299E-1
1.802899933E1,-2.246093750E-2,2.624511719E-2,9.936523438E-1,9.942526221E-1
1.803899956E1,-2.209472656E-2,2.563476562E-2,9.927978516E-1,9.933745265E-1
1.804899979E1,-2.185058594E-2,2.551269531E-2,9.935302734E-1,9.940979481E-1
1.805900002E1,-2.148437500E-2,2.526855469E-2,9.945068359E-1,9.950597882E-1
1.806900024E1,-2.172851562E-2,2.416992188E-2,9.949951172E-1,9.955257773E-1
1.807900047E1,-2.197265625E-2,2.331542969E-2,9.945068359E-1,9.950227141E-1
1.812999916E1,-2.258300781E-2,2.355957031E-2,9.946289062E-1,9.951641560E-1
1.813999939E1,-2.270507812E-2,2.429199219E-2,9.953613281E-1,9.959165454E-1
1.815099907E1,-2.221679688E-2,2.453613281E-2,9.953613281E-1,9.959115386E-1
1.817099953E1,-2.197265625E-2,2.429199219E-2,9.945068359E-1,9.950460792E-1
1.818099976E1,-2.221679688E-2,2.441406250E-2,9.943847656E-1,9.949325323E-1
1.819099998E1,-2.246093750E-2,2.404785156E-2,9.942626953E-1,9.948070645E-1
1.820100021E1,-2.197265625E-2,2.441406250E-2,9.938964844E-1,9.944390655E-1
1.821100044E1,-2.136230469E-2,2.526855469E-2,9.932861328E-1,9.938371181E-1
1.822100067E1,-2.148437500E-2,2.575683594E-2,9.931640625E-1,9.937302470E-1
1.823100090E1,-2.209472656E-2,2.600097656E-2,9.932861328E-1,9.938719869E-1
1.824099922E1,-2.185058594E-2,2.612304688E-2,9.931640625E-1,9.937478304E-1
1.825200081E1,-2.172851562E-2,2.587890625E-2,9.929199219E-1,9.934947491E-1
1.827199936E1,-2.124023438E-2,2.429199219E-2,9.930419922E-1,9.935661554E-1
1.828199959E1,-2.087402344E-2,2.429199219E-2,9.932861328E-1,9.938023686E-1
1.829199982E1,-2.148437500E-2,2.429199219E-2,9.940185547E-1,9.945474267E-1
1.830200005E1,-2.172851562E-2,2.441406250E-2,9.949951172E-1,9.955317378E-1
1.831200027E1,-2.185058594E-2,2.404785156E-2,9.960937500E-1,9.966235757E-1
1.834300041E1,-2.197265625E-2,2.514648438E-2,9.945068359E-1,9.950673580E-1
1.835300064E1,-2.294921875E-2,2.575683594E-2,9.930419922E-1,9.936410189E-1
1.838299942E1,-2.355957031E-2,2.600097656E-2,9.938964844E-1,9.945155978E-1
1.839399910E1,-2.380371094E-2,2.575683594E-2,9.945068359E-1,9.951250553E-1
1.840399933E1,-2.355957031E-2,2.563476562E-2,9.943847656E-1,9.949941039E-1
1.841399956E1,-2.270507812E-2,2.539062500E-2,9.942626953E-1,9.948459864E-1
1.843499947E1,-2.197265625E-2,2.453613281E-2,9.936523438E-1,9.941980839E-1
1.844499969E1,-2.221679688E-2,2.416992188E-2,9.938964844E-1,9.944385290E-1
1.845400047E1,-2.246093750E-2,2.502441406E-2,9.947509766E-1,9.953191280E-1
1.846400070E1,-2.282714844E-2,2.587890625E-2,9.956054688E-1,9.962033033E-1
1.847400093E1,-2.294921875E-2,2.539062500E-2,9.949951172E-1,9.955835938E-1
1.848500061E1,-2.246093750E-2,2.465820312E-2,9.942626953E-1,9.948220253E-1
1.849500084E1,-2.197265625E-2,2.441406250E-2,9.943847656E-1,9.949271083E-1
1.850600052E1,-2.148437500E-2,2.441406250E-2,9.937744141E-1,9.943063855E-1
1.851499939E1,-2.124023438E-2,2.429199219E-2,9.940185547E-1,9.945421815E-1
1.852499962E1,-2.136230469E-2,2.404785156E-2,9.948730469E-1,9.953929186E-1
1.853599930E1,-2.124023438E-2,2.416992188E-2,9.947509766E-1,9.952712655E-1
1.854599953E1,-2.148437500E-2,2.478027344E-2,9.940185547E-1,9.945594668E-1
1.855599976E1,-2.197265625E-2,2.453613281E-2,9.934082031E-1,9.939540625E-1
1.859600067E1,-2.331542969E-2,2.502441406E-2,9.946289062E-1,9.952167869E-1
1.860600090E1,-2.319335938E-2,2.502441406E-2,9.942626953E-1,9.948479533E-1
1.861599922E1,-2.270507812E-2,2.514648438E-2,9.937744141E-1,9.943518043E-1
1.862700081E1,-2.270507812E-2,2.551269531E-2,9.927978516E-1,9.933851361E-1
1.863699913E1,-2.307128906E-2,2.514648438E-2,9.925537109E-1,9.931402206E-1
1.864699936E1,-2.331542969E-2,2.453613281E-2,9.937744141E-1,9.943506718E-1
1.870800018E1,-2.246093750E-2,2.380371094E-2,9.948730469E-1,9.954112172E-1
1.871899986E1,-2.246093750E-2,2.441406250E-2,9.948730469E-1,9.954259992E-1
1.872800064E1,-2.221679688E-2,2.441406250E-2,9.945068359E-1,9.950544834E-1
1.873800087E1,-2.160644531E-2,2.441406250E-2,9.936523438E-1,9.941870570E-1
1.874799919E1,-2.124023438E-2,2.526855469E-2,9.927978516E-1,9.933464527E-1
1.875799942E1,-2.160644531E-2,2.587890625E-2,9.926757812E-1,9.932481050E-1
1.876799965E1,-2.246093750E-2,2.612304688E-2,9.936523438E-1,9.942494035E-1
1.877899933E1,-2.258300781E-2,2.539062500E-2,9.935302734E-1,9.941111803E-1
1.878899956E1,-2.209472656E-2,2.502441406E-2,9.932861328E-1,9.938469529E-1
1.879899979E1,-2.221679688E-2,2.478027344E-2,9.932861328E-1,9.938435555E-1
1.880999947E1,-2.233886719E-2,2.465820312E-2,9.932861328E-1,9.938432574E-1
1.881900024E1,-2.270507812E-2,2.441406250E-2,9.929199219E-1,9.934794903E-1
1.882900047E1,-2.294921875E-2,2.392578125E-2,9.925537109E-1,9.931072593E-1
1.883900070E1,-2.270507812E-2,2.429199219E-2,9.932861328E-1,9.938425422E-1
1.884900093E1,-2.270507812E-2,2.502441406E-2,9.938964844E-1,9.944707155E-1
1.887000084E1,-2.294921875E-2,2.478027344E-2,9.937744141E-1,9.943481684E-1
1.887999916E1,-2.221679688E-2,2.441406250E-2,9.938964844E-1,9.944444895E-1
1.888999939E1,-2.148437500E-2,2.404785156E-2,9.941406250E-1,9.946634769E-1
1.890099907E1,-2.124023438E-2,2.355957031E-2,9.936523438E-1,9.941585064E-1
1.891099930E1,-2.124023438E-2,2.319335938E-2,9.930419922E-1,9.935398698E-1
1.892099953E1,-2.172851562E-2,2.343750000E-2,9.940185547E-1,9.945322275E-1
1.893099976E1,-2.185058594E-2,2.416992188E-2,9.953613281E-1,9.958944917E-1
1.894099998E1,-2.124023438E-2,2.441406250E-2,9.958496094E-1,9.963752627E-1
1.895100021E1,-2.148437500E-2,2.526855469E-2,9.951171875E-1,9.956697822E-1
1.896100044E1,-2.209472656E-2,2.587890625E-2,9.934082031E-1,9.939908385E-1
1.897100067E1,-2.246093750E-2,2.539062500E-2,9.929199219E-1,9.934984446E-1
1.898100090E1,-2.258300781E-2,2.465820312E-2,9.926757812E-1,9.932387471E-1
1.899200058E1,-2.270507812E-2,2.453613281E-2,9.921875000E-1,9.927505255E-1
1.900200081E1,-2.282714844E-2,2.465820312E-2,9.927978516E-1,9.933663607E-1
1.901199913E1,-2.246093750E-2,2.453613281E-2,9.941406250E-1,9.946969748E-1
1.902199936E1,-2.185058594E-2,2.478027344E-2,9.943847656E-1,9.949334264E-1
1.904199982E1,-2.136230469E-2,2.539062500E-2,9.936523438E-1,9.942062497E-1
1.905299950E1,-2.185058594E-2,2.453613281E-2,9.931640625E-1,9.937073588E-1
1.906299973E1,-2.294921875E-2,2.404785156E-2,9.925537109E-1,9.931101799E-1
1.907299995E1,-2.343750000E-2,2.441406250E-2,9.927978516E-1,9.933745265E-1
1.908300018E1,-2.233886719E-2,2.441406250E-2,9.935302734E-1,9.940811992E-1
1.909300041E1,-2.148437500E-2,2.392578125E-2,9.940185547E-1,9.945385456E-1
1.910300064E1,-2.172851562E-2,2.355957031E-2,9.937744141E-1,9.942910671E-1
1.911300087E1,-2.221679688E-2,2.380371094E-2,9.941406250E-1,9.946737289E-1
1.912299919E1,-2.258300781E-2,2.441406250E-2,9.954833984E-1,9.960387945E-1
1.913299942E1,-2.258300781E-2,2.526855469E-2,9.958496094E-1,9.964261055E-1
1.914299965E1,-2.233886719E-2,2.563476562E-2,9.941406250E-1,9.947219491E-1
1.915299988E1,-2.258300781E-2,2.526855469E-2,9.923095703E-1,9.928880930E-1
1.916399956E1,-2.319335938E-2,2.490234375E-2,9.921875000E-1,9.927709103E-1
1.917399979E1,-2.307128906E-2,2.539062500E-2,9.934082031E-1,9.940004349E-1
1.918400002E1,-2.233886719E-2,2.587890625E-2,9.941406250E-1,9.947282672E-1
1.919400024E1,-2.160644531E-2,2.575683594E-2,9.938964844E-1,9.944649339E-1
1.920400047E1,-2.136230469E-2,2.539062500E-2,9.936523438E-1,9.942062497E-1
1.921500015E1,-2.185058594E-2,2.478027344E-2,9.934082031E-1,9.939574003E-1
1.922500038E1,-2.307128906E-2,2.441406250E-2,9.930419922E-1,9.936099648E-1
1.923500061E1,-2.331542969E-2,2.416992188E-2,9.931640625E-1,9.937316775E-1
1.924500084E1,-2.246093750E-2,2.429199219E-2,9.940185547E-1,9.945690036E-1
1.925600052E1,-2.197265625E-2,2.465820312E-2,9.940185547E-1,9.945670962E-1
1.926499939E1,-2.221679688E-2,2.478027344E-2,9.934082031E-1,9.939655662E-1
1.927499962E1,-2.221679688E-2,2.551269531E-2,9.931640625E-1,9.937400818E-1
1.928599930E1,-2.197265625E-2,2.624511719E-2,9.931640625E-1,9.937537313E-1
1.929599953E1,-2.221679688E-2,2.587890625E-2,9.937744141E-1,9.943595529E-1
1.930599976E1,-2.270507812E-2,2.490234375E-2,9.946289062E-1,9.951996207E-1
1.931599998E1,-2.282714844E-2,2.416992188E-2,9.945068359E-1,9.950623512E-1
1.932600021E1,-2.258300781E-2,2.392578125E-2,9.935302734E-1,9.940748811E-1
1.933600044E1,-2.233886719E-2,2.441406250E-2,9.929199219E-1,9.934712052E-1
1.934600067E1,-2.172851562E-2,2.478027344E-2,9.934082031E-1,9.939547777E-1
1.935700035E1,-2.111816406E-2,2.526855469E-2,9.940185547E-1,9.945638776E-1
1.936700058E1,-2.111816406E-2,2.514648438E-2,9.940185547E-1,9.945608377E-1
1.937700081E1,-2.148437500E-2,2.478027344E-2,9.936523438E-1,9.941934347E-1
1.938699913E1,-2.185058594E-2,2.404785156E-2,9.934082031E-1,9.939394593E-1
1.939699936E1,-2.197265625E-2,2.368164062E-2,9.945068359E-1,9.950314164E-1
1.940800095E1,-2.197265625E-2,2.392578125E-2,9.953613281E-1,9.958912730E-1
1.941699982E1,-2.209472656E-2,2.404785156E-2,9.951171875E-1,9.956529140E-1
1.942700005E1,-2.197265625E-2,2.416992188E-2,9.948730469E-1,9.954091311E-1
1.945800018E1,-2.148437500E-2,2.355957031E-2,9.931640625E-1,9.936757684E-1
1.946899986E1,-2.124023438E-2,2.307128906E-2,9.934082031E-1,9.939030409E-1
1.947800064E1,-2.124023438E-2,2.392578125E-2,9.936523438E-1,9.941672683E-1
1.948800087E1,-2.136230469E-2,2.478027344E-2,9.941406250E-1,9.946788549E-1
1.949799919E1,-2.185058594E-2,2.502441406E-2,9.947509766E-1,9.953055978E-1
1.950799942E1,-2.197265625E-2,2.563476562E-2,9.947509766E-1,9.953237772E-1
1.951799965E1,-2.185058594E-2,2.624511719E-2,9.938964844E-1,9.944829941E-1
1.952899933E1,-2.246093750E-2,2.587890625E-2,9.929199219E-1,9.935110211E-1
1.953899956E1,-2.368164062E-2,2.526855469E-2,9.926757812E-1,9.932796955E-1
1.954899979E1,-2.429199219E-2,2.539062500E-2,9.938964844E-1,9.945174456E-1
1.959000015E1,-2.331542969E-2,2.478027344E-2,9.931640625E-1,9.937466979E-1
1.960000038E1,-2.404785156E-2,2.404785156E-2,9.940185547E-1,9.946001768E-1
1.961000061E1,-2.416992188E-2,2.380371094E-2,9.946289062E-1,9.952072501E-1
1.963100052E1,-2.319335938E-2,2.416992188E-2,9.935302734E-1,9.940948486E-1
1.964100075E1,-2.258300781E-2,2.429199219E-2,9.921875000E-1,9.927417040E-1
1.964999962E1,-2.294921875E-2,2.429199219E-2,9.921875000E-1,9.927501082E-1
1.967099953E1,-2.258300781E-2,2.392578125E-2,9.942626953E-1,9.948068857E-1
1.968099976E1,-2.233886719E-2,2.429199219E-2,9.940185547E-1,9.945662618E-1
1.969099998E1,-2.209472656E-2,2.526855469E-2,9.926757812E-1,9.932430983E-1
1.970100021E1,-2.160644531E-2,2.551269531E-2,9.919433594E-1,9.925066233E-1
1.971100044E1,-2.087402344E-2,2.514648438E-2,9.931640625E-1,9.937016368E-1
1.972100067E1,-2.050781250E-2,2.502441406E-2,9.943847656E-1,9.949109554E-1
1.973100090E1,-2.050781250E-2,2.465820312E-2,9.937744141E-1,9.942917824E-1
1.974200058E1,-2.014160156E-2,2.441406250E-2,9.930419922E-1,9.935462475E-1
1.976199913E1,-2.050781250E-2,2.441406250E-2,9.940185547E-1,9.945297837E-1
1.977199936E1,-2.075195312E-2,2.478027344E-2,9.946289062E-1,9.951539636E-1
1.978199959E1,-2.062988281E-2,2.465820312E-2,9.952392578E-1,9.957584143E-1
1.979199982E1,-2.124023438E-2,2.502441406E-2,9.945068359E-1,9.950483441E-1
1.980200005E1,-2.233886719E-2,2.575683594E-2,9.936523438E-1,9.942371249E-1
1.981200027E1,-2.307128906E-2,2.563476562E-2,9.946289062E-1,9.952266216E-1
1.982200050E1,-2.343750000E-2,2.502441406E-2,9.945068359E-1,9.950976968E-1
1.983300018E1,-2.380371094E-2,2.478027344E-2,9.934082031E-1,9.940022826E-1
1.985400009E1,-2.478027344E-2,2.380371094E-2,9.936523438E-1,9.942463040E-1
1.986300087E1,-2.502441406E-2,2.331542969E-2,9.943847656E-1,9.949728251E-1
1.987299919E1,-2.502441406E-2,2.294921875E-2,9.953613281E-1,9.959402680E-1
1.988299942E1,-2.465820312E-2,2.368164062E-2,9.952392578E-1,9.958263040E-1
1.989299965E1,-2.392578125E-2,2.502441406E-2,9.948730469E-1,9.954752922E-1
1.991399956E1,-2.282714844E-2,2.685546875E-2,9.951171875E-1,9.957411885E-1
1.992399979E1,-2.294921875E-2,2.624511719E-2,9.943847656E-1,9.949957728E-1
1.993400002E1,-2.294921875E-2,2.502441406E-2,9.934082031E-1,9.939882755E-1
1.994400024E1,-2.197265625E-2,2.478027344E-2,9.930419922E-1,9.935941100E-1
1.995499992E1,-2.124023438E-2,2.380371094E-2,9.931640625E-1,9.936763048E-1
1.996500015E1,-2.026367188E-2,2.343750000E-2,9.938964844E-1,9.943792820E-1
1.997500038E1,-1.916503906E-2,2.429199219E-2,9.937744141E-1,9.942560196E-1
1.999500084E1,-1.904296875E-2,2.490234375E-2,9.938964844E-1,9.943907857E-1
2.004599953E1,-2.307128906E-2,2.636718750E-2,9.932861328E-1,9.939038754E-1
2.005599976E1,-2.416992188E-2,2.587890625E-2,9.934082031E-1,9.940391183E-1
2.006699944E1,-2.392578125E-2,2.465820312E-2,9.930419922E-1,9.936361909E-1
2.007600021E1,-2.380371094E-2,2.368164062E-2,9.929199219E-1,9.934874773E-1
2.008600044E1,-2.441406250E-2,2.380371094E-2,9.932861328E-1,9.938712120E-1
2.009600067E1,-2.453613281E-2,2.453613281E-2,9.943847656E-1,9.949899912E-1
2.015699959E1,-2.172851562E-2,2.685546875E-2,9.937744141E-1,9.943746328E-1
2.016699982E1,-2.160644531E-2,2.636718750E-2,9.945068359E-1,9.950909019E-1
2.017700005E1,-2.075195312E-2,2.526855469E-2,9.943847656E-1,9.949222207E-1
2.018799973E1,-1.989746094E-2,2.392578125E-2,9.936523438E-1,9.941394925E-1
2.019799995E1,-1.940917969E-2,2.355957031E-2,9.927978516E-1,9.932669997E-1
2.024900055E1,-2.026367188E-2,2.526855469E-2,9.931640625E-1,9.936921000E-1
2.025799942E1,-2.087402344E-2,2.478027344E-2,9.935302734E-1,9.940584302E-1
2.026799965E1,-2.160644531E-2,2.429199219E-2,9.938964844E-1,9.944280386E-1
2.028899956E1,-2.209472656E-2,2.416992188E-2,9.941406250E-1,9.946798086E-1
2.029999924E1,-2.270507812E-2,2.465820312E-2,9.936523438E-1,9.942175746E-1
2.030999947E1,-2.343750000E-2,2.453613281E-2,9.936523438E-1,9.942315221E-1
2.031999969E1,-2.404785156E-2,2.441406250E-2,9.941406250E-1,9.947310686E-1
2.032999992E1,-2.416992188E-2,2.465820312E-2,9.947509766E-1,9.953500628E-1
2.034000015E1,-2.380371094E-2,2.526855469E-2,9.951171875E-1,9.957225323E-1
2.035000038E1,-2.331542969E-2,2.612304688E-2,9.951171875E-1,9.957330227E-1
